State,Year,GDP
Utah,2006,43887954000
Utah,2007,47050021000
Utah,2008,47622591000
Utah,2009,46786054000
Utah,2010,50676674000
Utah,2011,53731776000
Utah,2012,53771326000
Utah,2013,55922231000
Utah,2014,58860648000
Utah,2015,60971601000
Utah,2016,64347698000
Utah,2017,68306518000
Utah,2018,75454010000
Utah,2019,81013569000
Utah,2020,83959971000
Vermont,1997,5209710000
Vermont,1998,5198976000
Vermont,1999,5605599000
Vermont,2000,5948586000
Vermont,2001,6220161000
Vermont,2002,6704058000
Vermont,2003,7029067000
Vermont,2004,7812445000
Vermont,2005,7765020000
Vermont,2006,7962317000
Vermont,2007,7701091000
Vermont,2008,8502865000
Vermont,2009,8960687000
Vermont,2010,9878293000
Vermont,2011,10167482000
Vermont,2012,10418139000
Vermont,2013,9766057000
Vermont,2014,10141059000
Vermont,2015,10157237000
Vermont,2016,10454958000
Vermont,2017,10376824000
Vermont,2018,10421009000
Vermont,2019,10853175000
Vermont,2020,11584063000
Virginia,1997,76237621000
Virginia,1998,81875337000
Virginia,1999,89269685000
Virginia,2000,93412407000
Virginia,2001,1.01719E+11
Virginia,2002,1.06519E+11
Virginia,2003,1.11319E+11
Virginia,2004,1.16556E+11
Virginia,2005,1.27337E+11
Virginia,2006,1.35208E+11
Virginia,2007,1.38038E+11
Virginia,2008,1.4449E+11
Virginia,2009,1.48077E+11
Virginia,2010,1.58444E+11
Virginia,2011,1.61081E+11
Virginia,2012,1.64165E+11
Virginia,2013,1.70066E+11
Virginia,2014,1.70318E+11
Virginia,2015,1.76257E+11
Virginia,2016,1.81008E+11
Virginia,2017,1.82238E+11
Virginia,2018,1.9066E+11
Virginia,2019,1.98374E+11
Virginia,2020,2.00788E+11
Washington,1997,72446364000
Washington,1998,76716314000
Washington,1999,85342390000
Washington,2000,84431546000
Washington,2001,83915753000
Washington,2002,89565770000
Washington,2003,93420918000
Washington,2004,97280742000
Washington,2005,1.11907E+11
Washington,2006,1.19398E+11
Washington,2007,1.32814E+11
Washington,2008,1.38467E+11
Washington,2009,1.4183E+11
Washington,2010,1.50812E+11
Washington,2011,1.56428E+11
Washington,2012,1.64742E+11
Washington,2013,1.72426E+11
Washington,2014,1.79315E+11
Washington,2015,1.92208E+11
Washington,2016,1.96197E+11
Washington,2017,2.07659E+11
Washington,2018,2.25366E+11
Washington,2019,2.35792E+11
Washington,2020,2.48092E+11
West Virginia,1997,13885061000
West Virginia,1998,14251705000
West Virginia,1999,14934606000
West Virginia,2000,14530030000
West Virginia,2001,14893501000
West Virginia,2002,15912071000
West Virginia,2003,16457345000
West Virginia,2004,17634797000
West Virginia,2005,19833933000
West Virginia,2006,21407576000
West Virginia,2007,22568513000
West Virginia,2008,24177412000
West Virginia,2009,25383879000
West Virginia,2010,26684827000
West Virginia,2011,27882629000
West Virginia,2012,27536254000
West Virginia,2013,28397299000
West Virginia,2014,29063742000
West Virginia,2015,27582854000
West Virginia,2016,28084699000
West Virginia,2017,29981286000
West Virginia,2018,30881617000
West Virginia,2019,30844355000
West Virginia,2020,31157223000
Wisconsin,1997,50462289000
Wisconsin,1998,53446908000
Wisconsin,1999,56541841000
Wisconsin,2000,58484581000
Wisconsin,2001,61242423000
Wisconsin,2002,63661637000
Wisconsin,2003,67530696000
Wisconsin,2004,72218968000
Wisconsin,2005,79326110000
Wisconsin,2006,83054081000
Wisconsin,2007,85584930000
Wisconsin,2008,82424231000
Wisconsin,2009,86874126000
Wisconsin,2010,94344086000
Wisconsin,2011,97389504000
Wisconsin,2012,1.02583E+11
Wisconsin,2013,1.04565E+11
Wisconsin,2014,1.10769E+11
Wisconsin,2015,1.16316E+11
Wisconsin,2016,1.1837E+11
Wisconsin,2017,1.15809E+11
Wisconsin,2018,1.20257E+11
Wisconsin,2019,1.2586E+11
Wisconsin,2020,1.28759E+11
Wyoming,1997,6273127000
Wyoming,1998,5977972000
Wyoming,1999,6312016000
Wyoming,2000,7028346000
Wyoming,2001,7918039000
Wyoming,2002,7809796000
Wyoming,2003,9065568000
Wyoming,2004,10345867000
Wyoming,2005,13222201000
Wyoming,2006,16010906000
Wyoming,2007,18463436000
Wyoming,2008,22826445000
Wyoming,2009,17478507000
Wyoming,2010,18614652000
Wyoming,2011,19614591000
Wyoming,2012,18004944000
Wyoming,2013,17809599000
Wyoming,2014,18271502000
Wyoming,2015,16516120000
Wyoming,2016,15164898000
Wyoming,2017,15976363000
Wyoming,2018,17122283000
Wyoming,2019,16978835000
Wyoming,2020,15469645000
