,State,Year,Population
1523,Washington,2009.0,6667426
1524,Washington,2010.0,6743009
1525,Washington,2011.0,6827479
1526,Washington,2012.0,6898599
1527,Washington,2013.0,6966252
1528,Washington,2014.0,7057531
1529,Washington,2015.0,7167287
1530,Washington,2016.0,7299961
1531,Washington,2017.0,7427951
1532,Washington,2018.0,7526793
1533,Washington,2019.0,7614024
1534,Washington,2020.0,7693612
1536,West Virginia,1990.0,1792548
1537,West Virginia,1991.0,1798735
1538,West Virginia,1992.0,1806451
1539,West Virginia,1993.0,1817539
1540,West Virginia,1994.0,1820421
1541,West Virginia,1995.0,1823700
1542,West Virginia,1996.0,1822808
1543,West Virginia,1997.0,1819113
1544,West Virginia,1998.0,1815609
1545,West Virginia,1999.0,1811799
1546,West Virginia,2000.0,1807021
1547,West Virginia,2001.0,1801481
1548,West Virginia,2002.0,1805414
1549,West Virginia,2003.0,1812295
1550,West Virginia,2004.0,1816438
1551,West Virginia,2005.0,1820492
1552,West Virginia,2006.0,1827912
1553,West Virginia,2007.0,1834052
1554,West Virginia,2008.0,1840310
1555,West Virginia,2009.0,1847775
1556,West Virginia,2010.0,1854265
1557,West Virginia,2011.0,1856606
1558,West Virginia,2012.0,1857446
1559,West Virginia,2013.0,1854768
1560,West Virginia,2014.0,1850569
1561,West Virginia,2015.0,1843332
1562,West Virginia,2016.0,1832435
1563,West Virginia,2017.0,1818683
1564,West Virginia,2018.0,1805953
1565,West Virginia,2019.0,1795263
1566,West Virginia,2020.0,1784787
1568,Wisconsin,1990.0,4904562
1569,Wisconsin,1991.0,4964343
1570,Wisconsin,1992.0,5025398
1571,Wisconsin,1993.0,5084889
1572,Wisconsin,1994.0,5133678
1573,Wisconsin,1995.0,5184836
1574,Wisconsin,1996.0,5229986
1575,Wisconsin,1997.0,5266213
1576,Wisconsin,1998.0,5297672
1577,Wisconsin,1999.0,5332666
1578,Wisconsin,2000.0,5373999
1579,Wisconsin,2001.0,5406835
1580,Wisconsin,2002.0,5445162
1581,Wisconsin,2003.0,5479203
1582,Wisconsin,2004.0,5514026
1583,Wisconsin,2005.0,5546166
1584,Wisconsin,2006.0,5577655
1585,Wisconsin,2007.0,5610775
1586,Wisconsin,2008.0,5640996
1587,Wisconsin,2009.0,5669264
1588,Wisconsin,2010.0,5690538
1589,Wisconsin,2011.0,5705840
1590,Wisconsin,2012.0,5720825
1591,Wisconsin,2013.0,5738012
1592,Wisconsin,2014.0,5753199
1593,Wisconsin,2015.0,5762927
1594,Wisconsin,2016.0,5775170
1595,Wisconsin,2017.0,5793147
1596,Wisconsin,2018.0,5809319
1597,Wisconsin,2019.0,5824581
1598,Wisconsin,2020.0,5832655
1600,Wyoming,1990.0,453690
1601,Wyoming,1991.0,459260
1602,Wyoming,1992.0,466251
1603,Wyoming,1993.0,473081
1604,Wyoming,1994.0,480283
1605,Wyoming,1995.0,485160
1606,Wyoming,1996.0,488167
1607,Wyoming,1997.0,489451
1608,Wyoming,1998.0,490787
1609,Wyoming,1999.0,491780
1610,Wyoming,2000.0,494300
1611,Wyoming,2001.0,494657
1612,Wyoming,2002.0,500017
1613,Wyoming,2003.0,503453
1614,Wyoming,2004.0,509106
1615,Wyoming,2005.0,514157
1616,Wyoming,2006.0,522667
1617,Wyoming,2007.0,534876
1618,Wyoming,2008.0,546043
1619,Wyoming,2009.0,559851
1620,Wyoming,2010.0,564531
1621,Wyoming,2011.0,567491
1622,Wyoming,2012.0,576656
1623,Wyoming,2013.0,582620
1624,Wyoming,2014.0,583159
1625,Wyoming,2015.0,586389
1626,Wyoming,2016.0,585243
1627,Wyoming,2017.0,579994
1628,Wyoming,2018.0,579054
1629,Wyoming,2019.0,580116
1630,Wyoming,2020.0,582328
