GeoName,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
New Jersey,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,101740,70759,75368,89980,82718,77796,80965,63501,56555,60232,54253,46758,72385,54636,55011,62066,60767,62052,80922,96881,110488,114720,109144,114278
New Jersey,21,"  Mining, quarrying, and oil and gas extraction",Thousands of dollars,44803,51194,73883,110219,105428,108885,96798,134663,187818,190442,233858,116682,162068,115036,104857,140560,250108,108305,180370,328393,144976,108135,254444,237098
New Jersey,211,   Oil and gas extraction,Thousands of dollars,697,289,377,1808,(D),2789,2520,6863,17696,8460,(D),(D),21574,7940,3319,2382,1765,1896,3265,81054,12218,(D),(D),(D)
New Jersey,212,   Mining (except oil and gas),Thousands of dollars,45565,51935,74371,107095,101997,99832,92650,126823,164525,175504,221788,105960,138896,105250,99050,136151,244581,102318,174379,225678,121052,88262,182184,171552
New Jersey,213,   Support activities for mining,Thousands of dollars,-1458,-1030,-865,1316,(D),6264,1628,978,5597,6478,(D),(D),1598,1846,2489,2027,3762,4091,2726,21661,11705,(D),(D),(D)
New Jersey,22,  Utilities,Thousands of dollars,3747048,3254964,3672743,2946878,3075470,2694126,3095926,4161149,3806263,4095534,4554337,5204858,6176794,5570871,5192345,4698710,5570398,6388200,6603204,5177540,4828466,4819468,4749178,4791170
New Jersey,23,  Construction,Thousands of dollars,3756626,3873349,4236255,4923525,5224353,5306061,5770347,6590537,7520325,7700418,7467528,6154463,5821258,4752273,4684375,6129481,6646813,7017314,6755995,6412300,6104908,6159205,6576936,9405298
New Jersey,31-33,  Manufacturing,Thousands of dollars,20250014,18168166,20646071,21677637,21140104,18656402,20975481,18422243,16943275,19151181,20593647,24530405,19101297,20440906,17579190,16898346,16780238,18288955,19574791,22676498,21409104,27437204,28387094,28499554
New Jersey,"321,327-339",   Durable goods manufacturing,Thousands of dollars,3650672,3336871,3412666,4873165,3483467,3223032,3850500,2997132,3000699,3490768,3323094,4292883,3895982,4237122,3656129,3356885,3997834,3305744,4404713,5157042,6141559,6867744,6811177,7505199
New Jersey,321,    Wood product manufacturing,Thousands of dollars,43515,99039,11534,42055,27172,40712,42100,29284,45237,29878,27701,36703,32997,31956,16906,13745,31367,14611,26084,40136,51488,32941,42960,101451
New Jersey,327,    Nonmetallic mineral product manufacturing,Thousands of dollars,352609,374241,404716,482133,333929,326965,363476,336964,446309,452062,340444,490340,420296,401547,228167,388259,456925,317583,457177,519645,484763,703008,669165,790734
New Jersey,331,    Primary metal manufacturing,Thousands of dollars,150879,101511,38898,168627,172895,122821,108322,398906,339823,388069,192786,199295,34236,122060,178890,187766,108141,133027,106234,129331,108072,149206,201055,193069
New Jersey,332,    Fabricated metal product manufacturing,Thousands of dollars,491397,465919,618263,656826,508712,459446,525572,468555,625379,623866,572619,397636,455942,505730,454111,345567,398570,377579,341710,390118,509840,568210,780703,836272
New Jersey,333,    Machinery manufacturing,Thousands of dollars,158143,377001,245229,187648,161588,259705,285242,200885,215935,248249,281184,352189,286002,421315,465576,357798,401309,326468,350575,373055,606328,524182,569480,654948
New Jersey,334,    Computer and electronic product manufacturing,Thousands of dollars,688350,316256,314653,1391637,361315,113011,681425,126909,211906,92700,512803,993334,994256,986435,1316015,916795,1298350,1216249,1237063,1394247,2067770,2202541,2345104,2397715
New Jersey,335,"    Electrical equipment, appliance, and component manufacturing",Thousands of dollars,250884,87989,199317,91749,52485,128055,205376,321908,203177,489959,380004,455570,363337,396159,226975,254712,372313,230857,503177,425682,330924,335550,351582,378020
New Jersey,3361-3363,"    Motor vehicles, bodies and trailers, and parts manufacturing",Thousands of dollars,803505,849599,869444,1011668,(D),(D),(D),(D),(D),(D),(D),115858,-32767,(D),(D),(D),(D),(D),(D),(D),(D),(D),36595,(D)
New Jersey,3364-3369,    Other transportation equipment manufacturing,Thousands of dollars,48465,39656,27984,66773,(D),(D),(D),(D),(D),(D),(D),100403,119560,(D),(D),(D),(D),(D),(D),(D),(D),(D),77029,(D)
New Jersey,337,    Furniture and related product manufacturing,Thousands of dollars,68101,67444,48817,111298,78502,103970,57655,80345,130370,110337,71180,39329,25596,33177,33369,6687,32418,58500,87432,63393,71458,78079,122665,193164
New Jersey,339,    Miscellaneous manufacturing,Thousands of dollars,594825,558216,633809,662752,705404,878187,856956,546258,404386,644556,591957,1112226,1196527,1232720,593923,748240,662968,513434,1119028,1605392,1744125,2132656,1614839,1856385
New Jersey,"311-316,322-326",   Nondurable goods manufacturing,Thousands of dollars,16599342,14831295,17233405,16804472,17656638,15433370,17124981,15425111,13942576,15660412,17270552,20237522,15205315,16203784,13923062,13541461,12782403,14983211,15170077,17519455,15267545,20569460,21575917,20994355
New Jersey,311-312,    Food and beverage and tobacco product manufacturing,Thousands of dollars,1624041,1294118,2117164,1908234,1829524,1846851,1900312,1769574,1496806,1459015,1160767,1475474,2021168,1788276,1300778,1429746,1404503,1360252,1622812,1794835,1754472,1672580,1721456,2119732
New Jersey,313-314,    Textile mills and textile product mills,Thousands of dollars,127747,181408,203774,199308,122684,123023,-28145,66633,38950,30578,-5851,31446,28949,34484,5120,35004,34676,116987,41797,76180,35237,-10096,28025,59424
New Jersey,315-316,"    Apparel, leather, and allied product manufacturing",Thousands of dollars,30547,-19853,-70905,323606,154643,53147,13895,98363,65998,18041,-39524,-45830,180391,38596,-59235,-44651,-14052,-51935,-7646,3385,-1067,-14539,-28685,66954
New Jersey,322,    Paper manufacturing,Thousands of dollars,350217,180249,355683,346509,156219,12404,14252,97297,22169,203162,186352,11386,216600,24128,6749,186861,119600,5177,179272,220140,148640,249888,83052,136995
New Jersey,323,    Printing and related support activities,Thousands of dollars,40040,91175,124308,307684,224231,239318,90540,307947,380023,408760,463366,407292,307008,377836,272694,358962,375170,360844,494939,513539,496166,628347,443419,591324
New Jersey,324,    Petroleum and coal products manufacturing,Thousands of dollars,2402615,2074052,2420098,3186905,2691817,2169628,3909327,2932311,2754330,2221550,3986148,7159072,1451250,1942296,2556470,3850689,2379063,4483403,3212680,1405514,1885572,6419026,6368731,4658621
New Jersey,325,    Chemical manufacturing,Thousands of dollars,11559064,10598330,11629328,10036099,12076580,10594500,10898934,9807460,8859526,11038543,11069695,11085797,10635298,11588992,9420897,7235874,8097830,8514714,9259205,13069027,10636013,11199917,12509262,12871555
New Jersey,326,    Plastics and rubber products manufacturing,Thousands of dollars,465071,431816,453955,496126,400939,394501,325867,345525,324775,280765,449599,112884,364652,409176,419588,488977,385611,193770,367018,436835,312512,424338,450658,489750
New Jersey,42,  Wholesale trade,Thousands of dollars,7721252,7957962,8186978,9560844,8751333,8569238,9657367,9754102,10510223,11146111,11922698,12711570,12489277,13663563,13312743,14071536,15132981,15909246,17328912,16654414,16524030,16749672,17467461,17573210
New Jersey,44-45,  Retail trade,Thousands of dollars,4763878,5335486,5403843,5757309,5900612,6299575,6725079,6368247,6494722,6488364,5882699,5840841,6160783,6335053,6364910,6557556,6980236,6984441,7686923,8210324,8565189,8942476,9281283,11248400
New Jersey,48-49,  Transportation and warehousing,Thousands of dollars,3010821,2949812,2925374,3224204,3220093,3070271,3501186,3966496,4647912,5412222,4695614,5875047,6008342,7387658,7054927,6281525,6711012,6804847,7520324,7899388,8110024,8175029,8630099,5159897
New Jersey,481,   Air transportation,Thousands of dollars,411156,329557,302275,190643,139179,-12787,252082,371428,578764,692010,438408,770542,1064153,2124134,2083848,1441457,1838281,2012148,2529507,3039119,2853060,2710576,2940651,229955
New Jersey,482,   Rail transportation,Thousands of dollars,90816,78870,86078,93889,(D),(D),112552,130558,130157,(D),60055,74265,82879,97912,80836,79786,86345,(D),(D),(D),(D),(D),(D),(D)
New Jersey,483,   Water transportation,Thousands of dollars,340669,272309,201795,273269,231783,174406,223895,226707,257385,348606,481637,831841,946210,959507,635294,595647,659744,438234,426941,227907,361825,301599,327480,90417
New Jersey,484,   Truck transportation,Thousands of dollars,1144296,1029271,1092954,1256471,1228928,1192627,1299168,1406648,1444905,1572615,1417340,1369382,1276383,1350951,1417080,1421586,1403800,1523713,1673525,1679387,1866156,1972015,1932757,2005831
New Jersey,485,   Transit and ground passenger transportation,Thousands of dollars,344130,372026,390419,443910,445249,432440,555283,610396,636228,754422,745093,828519,851045,945876,1017761,1082056,1089437,1183698,1154860,1082448,1116389,1116780,1187533,836453
New Jersey,486,   Pipeline transportation,Thousands of dollars,1767,23587,22282,7703,9266,12757,14464,14752,16430,15811,18308,22106,19491,27271,19947,23634,31061,31077,32165,39049,38894,40831,50227,47629
New Jersey,"487-488, 492",   Other transportation and support activities,Thousands of dollars,513253,494475,441166,579349,(D),(D),714337,814785,1098241,(D),1047720,1354611,1133588,1272203,1264594,1133135,1145026,(D),(D),(D),(D),(D),(D),(D)
New Jersey,493,   Warehousing and storage,Thousands of dollars,164733,349717,388407,378969,314533,312118,329404,391223,485803,562736,487052,623782,634593,609804,535566,504223,457320,429237,396196,472876,474403,572201,790117,249644
New Jersey,51,  Information,Thousands of dollars,7333368,7078726,7593461,6263345,7846778,9690987,9711319,10348972,10950521,11547268,13180705,14643155,14208164,14457384,13698263,12692254,14701554,13516853,14705543,14995738,14257414,16290157,16334031,17447397
New Jersey,511,   Publishing industries (except Internet),Thousands of dollars,2426826,2126245,2876521,2152815,2304354,3219888,3080981,2960041,3364594,2852658,4001228,3809121,3514217,3653745,3552078,3284571,2965089,2894817,2837208,2941811,3143605,3452756,2742186,2851097
New Jersey,512,   Motion picture and sound recording industries,Thousands of dollars,323750,425367,857720,287547,1219661,787737,460022,491621,313311,375923,466891,517136,564276,629064,528511,560672,667643,577737,569666,594858,569206,403108,372889,262382
New Jersey,"515, 517",   Broadcasting (except Internet) and telecommunications,Thousands of dollars,3970126,3966090,3970932,4620222,4483573,4487335,4924213,5233294,5906156,6607266,7003824,7669529,6849745,6265626,5478958,5972150,8166895,6841602,7904789,7764994,7332723,8148431,7924587,8508549
New Jersey,"518, 519","   Data processing, hosting, and other information services",Thousands of dollars,612666,561024,-111711,-797239,-160810,1196026,1246103,1664016,1366462,1711422,1708762,2647369,3279926,3908950,4138717,2874861,2901926,3202697,3393880,3694075,3211881,4285862,5294369,5825370
New Jersey,"52, 53","  Finance, insurance, real estate, rental, and leasing",Thousands of dollars,39104302,40128784,41480370,44186264,49415741,53081361,53781796,53213905,58943474,61399103,60355370,65689218,66655483,69363172,68949041,78826926,79457159,73668514,75396997,78395625,77993304,78443124,81191250,82869316
New Jersey,52,   Finance and insurance,Thousands of dollars,4571963,4960429,4284258,5006927,6776189,8259066,6573858,5489166,8228406,9422980,4565074,1638373,5774460,5501017,4731425,12179010,10984138,5305330,6954163,8420050,7286145,8224108,7264712,8140934
New Jersey,521-522,"    Monetary Authorities- central bank, credit intermediation, and related services",Thousands of dollars,386068,652949,1235688,1281079,871088,2629118,2305673,1606264,1304598,796472,755629,1270738,881506,897903,1052387,(D),(D),(D),(D),1009690,1044072,1337422,1349110,1449528
New Jersey,523,"    Securities, commodity contracts, and other financial investments and related activities",Thousands of dollars,1076458,589650,33085,-577616,1641523,1348529,804417,395235,1465270,1805918,-729343,-5978405,543677,-3934,-1439949,933311,1641592,-22302,-56091,1288761,1708427,1743954,2005495,2178855
New Jersey,524,    Insurance carriers and related activities,Thousands of dollars,3059056,3473598,2663370,3935951,3609952,3215042,2054110,2339381,4448153,6091206,3663417,5189698,3516778,3691089,4451440,9394141,7708443,3799763,5778792,5920749,4444304,5053111,3834028,4439525
New Jersey,525,"    Funds, trusts, and other financial vehicles",Thousands of dollars,50381,244233,352114,367513,653625,1066377,1409659,1148286,1010385,729383,875370,1156342,832499,915959,667547,(D),(D),(D),(D),200849,89342,89621,76080,73027
New Jersey,53,   Real estate and rental and leasing,Thousands of dollars,34532339,35168356,37196112,39179337,42639552,44822295,47207937,47724739,50715068,51976124,55790296,64050845,60881023,63862155,64217616,66647917,68473022,68363184,68442833,69975575,70707160,70219017,73926538,74728382
New Jersey,531,    Real estate,Thousands of dollars,31902562,32038840,33571457,35017382,38246144,40249168,41081861,41890818,45970150,46276149,50407653,59105836,56821283,59998402,61094884,63237498,64216632,64107231,64016629,65229646,66222672,66178858,69239722,70318496
New Jersey,532-533,    Rental and leasing services and lessors of nonfinancial intangible assets,Thousands of dollars,2629777,3129516,3624655,4161955,4393408,4573127,6126076,5833921,4744917,5699975,5382643,4945009,4059740,3863752,3122732,3410419,4256390,4255953,4426204,4745929,4484487,4040159,4686816,4409886
New Jersey,"54, 55, 56",  Professional and business services,Thousands of dollars,9099949,8247581,8674043,8862417,10616396,12333886,12829206,13617649,13982060,14111789,15914664,19161082,18888227,18843631,19324304,21246940,21094396,22286342,23114584,23924628,24792038,25459624,26056119,26776585
New Jersey,54,"   Professional, scientific, and technical services",Thousands of dollars,6404819,5937808,6027401,5987836,7377626,8935071,8930428,9390245,9322087,9271451,10534778,13303737,12747756,12750253,13763789,15385728,14310744,14604347,15241184,15600999,15501007,16643352,16673435,16995187
New Jersey,5411,    Legal services,Thousands of dollars,935996,946706,1035666,1166520,1309684,1369535,1479106,1589649,1726048,1857963,2075416,2627897,2246612,2070088,2198011,2091758,2060840,2177687,2442342,2773793,2868483,3009786,3184754,3553538
New Jersey,5415,    Computer systems design and related services,Thousands of dollars,521868,432642,273559,-181343,782770,1396972,826401,483153,456366,494372,878798,1413245,1680278,1524416,1823144,2088629,2157335,2059234,1787901,2221557,2192099,2449538,2004920,1521556
New Jersey,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",Thousands of dollars,4946955,4558460,4718176,5002659,5285173,6168564,6624921,7317443,7139673,6919116,7580564,9262595,8820866,9155749,9742634,11205340,10092569,10367426,11010940,10605648,10440426,11184028,11483761,11920093
New Jersey,55,   Management of companies and enterprises,Thousands of dollars,655174,705981,763377,809170,837729,922807,991269,954580,1023246,1128671,1151879,1318049,1568669,1547912,1675701,1809415,1971447,1809236,1818250,1845288,1959975,2003716,2086637,2190750
New Jersey,56,   Administrative and support and waste management and remediation services,Thousands of dollars,2039955,1603793,1883264,2065411,2401041,2476008,2907509,3272824,3636728,3711666,4228007,4539296,4571802,4545466,3884814,4051798,4812205,5872758,6055150,6478341,7331057,6812557,7296048,7590648
New Jersey,561,    Administrative and support services,Thousands of dollars,1720774,1260553,1419526,1530239,1720364,1728753,2140380,2459180,2950761,3185214,3755130,4017678,3934654,3773215,3163270,3329054,4139525,5220676,5450802,5890159,6641735,6065957,6545713,6734913
New Jersey,562,    Waste management and remediation services,Thousands of dollars,319181,343240,463738,535172,680677,747255,767129,813644,685967,526452,472877,521617,637148,772251,721545,722743,672680,652082,604348,588182,689322,746599,750334,855734
New Jersey,"61, 62","  Educational services, health care, and social assistance",Thousands of dollars,3494588,3313886,3604088,4113555,4607614,4851440,5025831,5409922,5550401,5938488,6057259,7516777,8729422,9317137,9702152,9635847,9657385,9624344,10098067,10645316,10766260,10659207,11026941,10823199
New Jersey,61,   Educational services,Thousands of dollars,412919,353464,433156,518598,703885,534615,632341,706518,709473,821498,842625,1028218,1320270,1491416,1498057,1492989,1509001,1496821,1553839,1640513,1665387,1667014,1722513,1003796
New Jersey,62,   Health care and social assistance,Thousands of dollars,3081669,2960423,3170931,3594957,3903729,4316825,4393491,4703404,4840928,5116990,5214634,6488559,7409153,7825721,8204095,8142858,8148384,8127523,8544229,9004803,9100873,8992193,9304428,9819404
New Jersey,621,    Ambulatory health care services,Thousands of dollars,2257608,2114277,2236931,2599250,2846380,3131425,3064133,3285025,3491527,3672060,3758084,4660101,5250457,5633335,5946140,5882881,5944134,5896304,6176269,6598257,6714299,6613045,6842806,7237198
New Jersey,622,    Hospitals,Thousands of dollars,586412,576167,632942,641849,679725,786508,884796,970754,919875,981810,975820,1250307,1488318,1578362,1648167,1677270,1626112,1670952,1761761,1815813,1802115,1866483,1910765,2058315
New Jersey,623,    Nursing and residential care facilities,Thousands of dollars,90938,106366,112309,113174,111875,131991,136653,147720,114064,101953,114300,190379,301491,293986,321018,331927,300125,286323,321776,302431,302666,232087,247463,296597
New Jersey,624,    Social assistance,Thousands of dollars,146711,163613,188749,240684,265748,266901,307909,299905,315462,361167,366430,387771,368887,320037,288769,250780,278014,273943,284422,288302,281793,280578,303393,227294
New Jersey,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",Thousands of dollars,3994374,3037142,3147057,3729190,3367004,3774747,3368594,3312867,3617690,4273835,4461449,4472726,3518597,3862020,4763033,5058757,5231132,5181806,5288076,5912633,6023020,5930798,6549349,4897767
New Jersey,71,"   Arts, entertainment, and recreation",Thousands of dollars,598465,484627,470944,545377,438146,499769,435248,683265,994362,1310016,1300939,1111555,1190331,1452342,1404714,1602336,1650206,1915363,1669723,2263443,2308028,2389331,2278201,1248329
New Jersey,711-712,"    Performing arts, spectator sports, museums, and related activities",Thousands of dollars,260034,245176,234369,290258,316334,367983,382558,530746,681207,831274,712889,754651,873914,878766,742481,944389,1118344,1452245,1296972,1473078,1511495,1585252,1436024,618522
New Jersey,713,"    Amusement, gambling, and recreation industries",Thousands of dollars,338431,239451,236575,255119,121812,131786,52690,152519,313155,478742,588050,356904,316417,573576,662233,657947,531862,463118,372750,790365,796532,804080,842176,629807
New Jersey,72,   Accommodation and food services,Thousands of dollars,3395909,2552516,2676113,3183813,2928858,3274978,2933346,2629602,2623329,2963820,3160510,3361171,2328265,2409678,3358319,3456421,3580926,3266443,3618353,3649190,3714992,3541466,4271148,3649438
New Jersey,721,    Accommodation,Thousands of dollars,2705763,1886638,1898181,2236240,2023394,2194848,1803688,1334517,1411256,1714603,2070682,2347488,1184803,1014515,1861842,1814194,1847691,1471637,1612587,1480680,1409248,1087884,1307170,485067
New Jersey,722,    Food services and drinking places,Thousands of dollars,690145,665878,777932,947573,905464,1080129,1129658,1295085,1212073,1249216,1089829,1013683,1143462,1395163,1496477,1642227,1733235,1794806,2005766,2168510,2305744,2453583,2963978,3164371
New Jersey,81,  Other services (except government and government enterprises),Thousands of dollars,2032424,2032124,2156693,2528058,2024285,2192380,1896795,1982560,2272891,2494418,2332836,2053481,2093996,2196923,2121284,2143576,2207624,2303310,2347644,2309294,2362177,2470762,2579082,2449069
New Jersey,..., Government and government enterprises,Thousands of dollars,4363942,4371599,4452558,4589667,4725965,4989557,5092846,5275845,5740412,5780040,6530211,7029036,7072844,7293520,7146811,7617699,7948824,8439791,8641244,8266526,8965018,9195233,9526974,9371815
New Jersey,...,  Federal civilian,Thousands of dollars,896693,902637,953136,1018935,1045659,1120415,1150922,1138953,1065854,1069015,1173329,1325593,1246056,1107457,873027,900759,861445,1003858,1157883,1246782,1330763,1336308,1357377,1601602
New Jersey,...,  Military,Thousands of dollars,793575,783982,789425,815747,835428,864358,897336,941435,1007928,1084048,1181638,1237926,1225192,1253017,1248912,1237802,1250839,1249681,1233387,1254526,1275746,1251861,1325193,1423238
New Jersey,...,  State and local,Thousands of dollars,2673674,2684980,2709997,2754985,2844878,3004784,3044588,3195457,3666630,3626976,4175244,4465518,4601596,4933045,5024872,5479138,5836541,6186253,6249974,5765218,6358508,6607064,6844404,6346976
New Jersey,"11, 21",Natural resources and mining,Thousands of dollars,383852,363742,351034,488705,398192,360261,421102,507182,609997,645101,645372,452035,512672,462670,550129,512330,605241,355034,554385,659303,486480,446990,765814,907162
New Jersey,"42, 44-45",Trade,Thousands of dollars,12485130,13293448,13590821,15318153,14651946,14868813,16382445,16122349,17004944,17634476,17805398,18552411,18650060,19998617,19677653,20629092,22113217,22893686,25015835,24864739,25089219,25692148,26748744,28821610
New Jersey,"22, 48-49",Transportation and utilities,Thousands of dollars,6757868,6204776,6598117,6171083,6295562,5764397,6597112,8127645,8454175,9507756,9249951,11079906,12185135,12958529,12247272,10980235,12281410,13193048,14123528,13076928,12938490,12994497,13379277,9951068
New Jersey,"31-33, 51",Manufacturing and information,Thousands of dollars,27583382,25246892,28239532,27940983,28986882,28347389,30686799,28771215,27893797,30698449,33774352,39173560,33309461,34898290,31277454,29590600,31481792,31805808,34280334,37672236,35666518,43727361,44721124,45946951
New Jersey,...,Private goods-producing industries 2/,Thousands of dollars,24390492,22405257,25233361,27089867,26762650,24322724,27166930,25519962,25073597,27496700,28706547,31136903,25435227,25655849,22813694,23540157,24032292,25661303,26885170,29748100,28000492,34043399,35729844,38812014
New Jersey,...,Private services-providing industries 3/,Thousands of dollars,84302002,83336468,86844650,91172065,98825326,106558011,109593098,112135869,120776158,126907133,129357630,143168755,144929084,150997412,150483002,161213628,166743877,162667903,170090274,174124901,174221923,177940316,183864794,184036011
New Mexico,...,All industry total,Thousands of dollars,25921222,22877383,24291871,24481286,23522192,24034122,27154611,31897158,33656552,34163884,34791804,36566164,35773512,37379415,38782975,38028663,38284739,39747026,36828351,36043946,36951552,38417611,40268292,40040022
New Mexico,..., Private industries,Thousands of dollars,21321214,18220581,19519339,19576203,18432129,18647859,21533535,26022552,27651248,27803041,28117664,29697258,28834326,30175001,31322430,30246780,30359712,31633283,28622352,27648361,28407969,29624376,31268454,30716936
New Mexico,11,"  Agriculture, forestry, fishing and hunting",Thousands of dollars,663437,671203,734762,638065,840376,582874,665029,1009420,988504,739735,977210,857958,513250,992736,1253452,1081836,1059531,1309268,950267,1012523,1016639,950786,1136365,1235412
New Mexico,111-112,   Farms,Thousands of dollars,622638,632026,700174,592363,793574,541421,622706,973281,948465,701448,945439,832305,483928,964032,1227176,1051482,1030405,1276632,914332,974994,977943,911954,1097812,1197288
New Mexico,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,40798,39177,34588,45702,46802,41453,42323,36139,40039,38286,31770,25654,29321,28704,26275,30354,29127,32636,35935,37529,38696,38832,38553,38124
New Mexico,21,"  Mining, quarrying, and oil and gas extraction",Thousands of dollars,1294059,965789,1071430,1710642,2121737,1981358,2867131,3407834,4952798,5346225,5830749,7283708,4885717,5496358,6639019,6080652,6458744,6434174,3389904,2407768,3107278,3388683,3751213,2942565
New Mexico,211,   Oil and gas extraction,Thousands of dollars,843742,542553,755627,1413726,1819424,1809610,2647106,3070278,4341281,4236314,4569460,5701812,3724994,4114761,4862910,4178502,4441024,4085948,1602193,1360521,1811935,2360611,2662058,1947515
New Mexico,212,   Mining (except oil and gas),Thousands of dollars,383355,374777,318613,248678,154875,121651,139182,210349,378514,531976,609048,830652,794630,912424,1155876,1245603,1314295,1444150,1331695,907186,929996,768936,928949,827851
New Mexico,213,   Support activities for mining,Thousands of dollars,66963,48459,-2810,48238,147437,50096,80843,127207,233003,577935,652241,751244,366092,469173,620233,656547,703424,904076,456015,140061,365346,259136,160206,167199
New Mexico,22,  Utilities,Thousands of dollars,546958,497225,546205,514922,527635,425097,453280,498940,506525,642301,584105,603344,663899,797843,859935,835408,856997,897209,869471,843487,856843,806010,878766,935334
New Mexico,23,  Construction,Thousands of dollars,436227,470514,460431,621963,675947,685866,832757,1056381,1327195,1455826,1620059,1353733,1151575,866273,756069,692704,698168,695105,767063,811522,821383,802585,871263,1213925
New Mexico,31-33,  Manufacturing,Thousands of dollars,9134495,6102452,6939065,5519971,3178922,2594913,4257804,6675883,5271756,4147309,2673789,1291408,3152440,2410933,1655101,1546413,1128972,1519024,1939074,1744017,1837336,1969839,2375744,2163957
New Mexico,"321,327-339",   Durable goods manufacturing,Thousands of dollars,8576113,5282651,6064444,4735199,2278375,1743501,3472776,6127699,4814297,3828552,2271040,756138,2703816,2013673,1275403,984507,466618,703285,607704,722764,662032,762924,853230,914222
New Mexico,321,    Wood product manufacturing,Thousands of dollars,13614,8326,6192,4556,4434,1862,4205,3007,2800,-676,4949,7763,11240,10081,10511,11568,13106,9499,13826,16061,17449,15509,1853,7451
New Mexico,327,    Nonmetallic mineral product manufacturing,Thousands of dollars,52213,63224,106525,66998,36433,45774,48299,91218,116966,128827,97286,72912,71470,43519,28131,76215,81897,100029,111378,154957,115623,89568,108509,122428
New Mexico,331,    Primary metal manufacturing,Thousands of dollars,9142,7131,-14135,-16502,-5057,3943,1596,2643,3683,5543,401,8144,17644,16718,30790,49826,67349,11213,17616,15643,14643,18447,23790,22375
New Mexico,332,    Fabricated metal product manufacturing,Thousands of dollars,22315,16617,22032,25666,29335,27018,34955,25374,43163,38544,50231,13189,29909,55238,12536,29596,20188,11913,30404,21088,35962,48802,60326,62743
New Mexico,333,    Machinery manufacturing,Thousands of dollars,14247,31609,32804,57187,38208,12306,-4822,7405,15736,25466,21606,4059,14587,6786,7563,37275,31701,26286,21561,30200,36153,41589,44550,65925
New Mexico,334,    Computer and electronic product manufacturing,Thousands of dollars,8292463,4965227,5695765,4418603,2051697,1556562,3334773,5884890,4486871,3494084,2016297,639186,2536574,1820624,1108943,694160,220487,482679,354702,423912,356702,459143,533670,550551
New Mexico,335,"    Electrical equipment, appliance, and component manufacturing",Thousands of dollars,13226,9906,24706,17422,-822,10334,5510,3852,640,8561,22029,18646,17994,19169,11420,19158,22467,41745,43975,28356,30710,35569,32222,28145
New Mexico,3361-3363,"    Motor vehicles, bodies and trailers, and parts manufacturing",Thousands of dollars,94685,82429,131921,105546,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
New Mexico,3364-3369,    Other transportation equipment manufacturing,Thousands of dollars,15453,9138,17589,28799,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
New Mexico,337,    Furniture and related product manufacturing,Thousands of dollars,9211,8463,8233,9108,9363,8534,1533,-3750,-1315,1873,1172,-853,-4312,-3645,-4111,-3139,-651,308,2213,2023,1509,1799,3343,5655
New Mexico,339,    Miscellaneous manufacturing,Thousands of dollars,39544,80580,32811,17815,22141,13115,8001,31890,-490,13350,9742,20107,14484,25656,8597,7358,5697,17172,7580,23860,55204,53279,42646,64462
New Mexico,"311-316,322-326",   Nondurable goods manufacturing,Thousands of dollars,558382,819801,874621,784772,900547,851412,785028,548184,457459,318757,402749,535270,448624,397260,379698,561906,662354,815739,1331370,1021253,1175304,1206914,1522513,1249736
New Mexico,311-312,    Food and beverage and tobacco product manufacturing,Thousands of dollars,103233,90696,265161,177299,133862,205018,211206,183212,228545,175479,248179,311448,301237,213001,135184,188037,173840,114450,298998,329950,300562,280036,315665,353473
New Mexico,313-314,    Textile mills and textile product mills,Thousands of dollars,23153,13269,20980,16521,9100,7328,3948,14810,24361,10314,6454,3327,5934,12469,19381,22464,3288,3548,3802,3573,3133,2832,3245,8076
New Mexico,315-316,"    Apparel, leather, and allied product manufacturing",Thousands of dollars,13854,-6745,-6444,-972,-563,-191,-1570,-1452,-1003,-1120,-1214,-980,-572,-644,-561,-566,-617,-1001,-1035,-931,-1002,-1181,-1268,919
New Mexico,322,    Paper manufacturing,Thousands of dollars,1285,-370,133,-2065,-5113,-7194,-1026,9098,20576,40209,56474,48084,54170,45100,37147,34997,45880,50633,63022,73706,55612,44389,49942,51897
New Mexico,323,    Printing and related support activities,Thousands of dollars,3183,5442,47772,6545,4737,5538,8278,1514,3084,5769,6089,8307,11344,10316,10406,11870,14776,16528,23045,21595,21410,21069,21230,25826
New Mexico,324,    Petroleum and coal products manufacturing,Thousands of dollars,387525,542304,364133,410537,550432,508549,488759,289284,127312,44406,20163,-1456,6914,24586,54060,126757,174958,469754,728613,423374,580395,584267,883216,552876
New Mexico,325,    Chemical manufacturing,Thousands of dollars,14403,23423,43901,62298,75108,54572,36668,28181,45880,41057,59770,160608,51672,71401,97094,141311,207788,116625,145876,113692,165732,230880,199607,209034
New Mexico,326,    Plastics and rubber products manufacturing,Thousands of dollars,11747,151784,138985,114608,132984,77793,38763,23537,8705,2642,6834,5933,17924,21031,26987,37035,42441,45202,69049,56295,49463,44624,50876,47635
