GeoName,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Alabama,...,  Federal civilian,Thousands of dollars,1584625,1729209,1836331,1600743,1235163,1690548,1760355,1804474,1860941,1945555,1918500,1733971,1946244,1796024,1810877,1803896,1958272,2175548,2254707,2240957,2351715,2391565,2340206,2284569
Alabama,...,  Military,Thousands of dollars,882766,877809,882408,901561,928144,977209,1055587,1207225,1373593,1565337,1755360,1992702,2151967,2202782,2282690,2343779,2355437,2375204,2369130,2425596,2529633,2548305,2592755,2644462
Alabama,...,  State and local,Thousands of dollars,1565797,1535011,1625358,1841730,1942304,1993784,2068674,2178332,2395580,2457275,3011417,2904059,3157535,2996931,3270876,3553606,3695626,3635617,3840790,3929015,4169363,4408189,4594805,4652435
Alabama,"11, 21",Natural resources and mining,Thousands of dollars,1942679,2074840,2118285,2022570,(D),1955679,2858685,3788511,4288171,3753336,4050220,4248394,3461607,3554635,3032792,3121866,4222415,3214691,2713089,2282765,3256351,3126672,2611971,2245608
Alabama,"42, 44-45",Trade,Thousands of dollars,3494431,3890134,3815847,3775655,3646889,3829338,4119649,4386483,4980668,5321353,5226213,5358613,5361993,5713535,5687735,6059849,6496223,6441574,6945196,7050065,7028484,7340322,7792553,8961287
Alabama,"22, 48-49",Transportation and utilities,Thousands of dollars,2421124,2564329,2659848,2665104,2449574,2337220,2542729,2933571,2960397,3509886,3497961,3742670,3884235,4572029,4598425,4400665,4218128,4381545,4368715,4543446,4750490,4888348,4819962,4637465
Alabama,"31-33, 51",Manufacturing and information,Thousands of dollars,7913538,8045062,8411476,8407297,8287348,8923569,9399788,13688747,14830113,15601525,14844968,15187750,12815607,14976162,18447101,18389601,19539812,18046786,17771853,18275328,19345769,20591783,19571182,18861593
Alabama,...,Private goods-producing industries 2/,Thousands of dollars,9637529,10383122,10973478,11183740,(D),11205123,12796463,17839333,19709078,20258022,20106164,19640607,16507258,18160192,21353833,21755880,23840643,21373903,20543940,20973327,23321065,24509707,23340136,22957597
Alabama,...,Private services-providing industries 3/,Thousands of dollars,23577154,24842904,26196082,27055594,(D),29940406,31419512,34517677,37797790,39027114,40505208,39908908,41681468,44686662,45189114,48150952,49067987,50001683,51661284,52504970,53170807,54936910,57245902,58193457
Alaska,...,All industry total,Thousands of dollars,11061328,9388659,9690070,10455709,11337091,11963659,13311189,15436621,19019065,22400631,24002821,23323379,22866505,24439329,25196229,24819072,22642550,23858117,20819352,20355484,22290191,22145776,21075569,18458293
Alaska,..., Private industries,Thousands of dollars,10472327,8771574,9057450,9801065,10646336,11225164,12539761,14636046,18167366,21506724,23082955,22364954,21926643,23499179,24220316,23821524,21623888,22814875,19804067,19272182,21130377,21021845,19916672,17136285
Alaska,11,"  Agriculture, forestry, fishing and hunting",Thousands of dollars,278064,241733,260199,298053,(D),238478,266981,245309,276943,297204,249071,258077,261337,310885,304206,239344,232762,242865,290283,241901,233957,229268,243859,(D)
Alaska,111-112,   Farms,Thousands of dollars,19907,17613,16031,23132,22271,21714,14203,18057,17882,13730,12802,4091,954,3490,5543,8725,7191,8519,10462,13232,3373,9673,9162,58213
Alaska,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,258158,224120,244167,274921,(D),216764,252778,227251,259062,283474,236269,253986,260383,307395,298662,230619,225570,234346,279821,228669,230584,219594,234697,(D)
Alaska,21,"  Mining, quarrying, and oil and gas extraction",Thousands of dollars,3386111,1335044,1545395,2227111,(D),2576289,3240943,5086352,7794626,10655817,11513977,10071264,9474030,9758089,10836042,10138771,7664930,8237368,4141222,3181229,4789362,4769183,3329100,1006191
Alaska,211,   Oil and gas extraction,Thousands of dollars,2975368,966712,1247410,1919677,1335224,2374199,2984200,4659819,7248362,9151321,9525099,8340535,7735729,7414914,8231564,7981152,5745696,6344662,3017672,2242524,3216206,3301724,2072012,-10925
Alaska,212,   Mining (except oil and gas),Thousands of dollars,390285,355566,352244,276454,(D),123403,175782,325968,407865,1121525,1584321,1178171,1360426,1816178,1966936,1492307,1364515,1306230,882809,964453,1523547,1341709,1166903,1138968
Alaska,213,   Support activities for mining,Thousands of dollars,20458,12765,-54259,30979,219972,78688,80961,100564,138399,382971,404557,552558,377875,526997,637542,665311,554720,586475,240741,-25749,49608,125749,90185,-121852
Alaska,22,  Utilities,Thousands of dollars,262899,239213,260286,242791,239705,201845,207949,241902,241056,290878,282577,299308,352117,362201,415768,412933,396657,430660,412516,421821,420102,398614,419337,425922
Alaska,23,  Construction,Thousands of dollars,338369,361435,389667,425770,475234,484663,540971,606216,683244,677456,712195,609667,729557,682668,617671,496999,397841,453486,587566,750803,864534,849182,890474,1078036
Alaska,31-33,  Manufacturing,Thousands of dollars,341662,567500,344749,302265,399616,399036,523892,615681,602254,704217,819070,776167,755846,381938,183900,141326,382035,661307,851116,608786,867468,472893,491697,(D)
Alaska,"321,327-339",   Durable goods manufacturing,Thousands of dollars,24192,23486,19707,19554,(D),(D),33955,36866,44491,44692,45756,42012,52748,45668,32466,35854,37255,61643,83141,94703,78477,64152,70945,(D)
Alaska,321,    Wood product manufacturing,Thousands of dollars,10081,9314,4163,1538,175,-1430,-1351,-1828,-1455,(D),-2446,-954,1434,(D),(D),(D),(D),28810,34817,26673,21228,21485,29728,31929
Alaska,327,    Nonmetallic mineral product manufacturing,Thousands of dollars,6633,7387,11370,13626,17934,20981,28940,31044,37844,(D),37828,33481,33067,25589,16881,15666,12423,13385,24443,39945,28323,15122,12850,15785
Alaska,331,    Primary metal manufacturing,Thousands of dollars,290,154,122,309,(D),(D),(D),(D),(D),(D),(D),1888,1809,1793,1921,1002,657,821,1091,872,537,415,438,728
Alaska,332,    Fabricated metal product manufacturing,Thousands of dollars,3208,2852,3593,4557,4307,4482,5570,5795,6146,5948,(D),(D),11118,8717,9555,14391,13236,9988,5880,7747,10377,12944,10002,10152
Alaska,333,    Machinery manufacturing,Thousands of dollars,1776,3321,1516,1372,1000,2684,2333,2326,2924,2510,3632,3290,6109,6087,4118,2077,4129,3834,6119,5194,6545,3733,4067,8174
Alaska,334,    Computer and electronic product manufacturing,Thousands of dollars,16,-367,-648,-630,(D),(D),(D),(D),-167,1712,423,1082,(D),(D),(D),2409,(D),(D),(D),(D),2998,4160,4752,5749
Alaska,335,"    Electrical equipment, appliance, and component manufacturing",Thousands of dollars,1102,462,133,113,168,355,755,1313,1263,1884,2764,1802,2114,(D),(D),(D),922,(D),730,540,(D),558,(D),(D)
Alaska,3361-3363,"    Motor vehicles, bodies and trailers, and parts manufacturing",Thousands of dollars,758,1161,495,39,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),935,871,1063,(D),1525,(D),(D),(D)
Alaska,3364-3369,    Other transportation equipment manufacturing,Thousands of dollars,-2152,-2325,-2371,-2147,-2084,-2702,(D),-4096,-3804,-4088,-6415,-6238,(D),-5954,(D),(D),(D),-2436,(D),(D),3247,(D),(D),(D)
Alaska,337,    Furniture and related product manufacturing,Thousands of dollars,1648,1199,1195,1152,1028,1017,1070,1301,1921,2645,2222,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Alaska,339,    Miscellaneous manufacturing,Thousands of dollars,832,328,138,-376,-741,-523,-1068,-1222,-1778,-1480,-1803,-1640,(D),-467,-913,-963,-714,-1854,-2223,-1367,-899,-1367,-1259,3827
Alaska,"311-316,322-326",   Nondurable goods manufacturing,Thousands of dollars,317470,544013,325042,282711,(D),(D),489937,578815,557763,659525,773314,734155,703097,336270,151435,105472,344780,599664,767975,514083,788990,408741,420752,353930
Alaska,311-312,    Food and beverage and tobacco product manufacturing,Thousands of dollars,69137,81546,84340,8217,25709,28777,1026,35162,46658,146418,157682,139101,316171,83992,-47141,-42477,22390,28512,248042,161990,155241,74290,98412,122686
Alaska,313-314,    Textile mills and textile product mills,Thousands of dollars,838,1442,1345,1365,(D),(D),-39,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),876,(D),(D),(D)
Alaska,315-316,"    Apparel, leather, and allied product manufacturing",Thousands of dollars,203,140,86,131,11,11,(D),(D),(D),-97,(D),(D),2,(D),0,(D),-9,-47,-39,43,(D),(D),(D),396
Alaska,322,    Paper manufacturing,Thousands of dollars,16307,5911,3071,2063,(D),(D),(D),(D),138,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Alaska,323,    Printing and related support activities,Thousands of dollars,1398,1850,2644,3116,3500,3762,4689,4343,4692,5420,5206,6128,6984,6495,6505,7008,7539,3956,5303,5610,4874,4861,4623,6144
Alaska,324,    Petroleum and coal products manufacturing,Thousands of dollars,222861,446243,226039,260468,334063,326709,471976,528183,499802,498050,599391,580392,368337,236026,178932,129607,304161,559901,507442,339050,619548,321267,(D),213891
Alaska,325,    Chemical manufacturing,Thousands of dollars,4278,5100,5638,5704,(D),(D),(D),(D),2603,4660,5251,3110,3258,3281,8679,6972,6654,2880,3274,3064,6463,6390,6839,6826
Alaska,326,    Plastics and rubber products manufacturing,Thousands of dollars,2448,1781,1879,1645,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Alaska,42,  Wholesale trade,Thousands of dollars,133525,132922,119989,113563,107502,105510,113609,135910,163282,189587,214996,233917,235972,261153,266160,290338,308706,312413,319991,310196,310734,329469,336991,328132
Alaska,44-45,  Retail trade,Thousands of dollars,531415,551834,556340,543165,581655,597544,613794,517680,532245,516494,469532,442901,525365,558279,530902,542109,542010,508415,532933,529176,516809,550276,600370,730473
Alaska,48-49,  Transportation and warehousing,Thousands of dollars,1417639,1599625,1616837,1418730,2330471,1605703,1685469,1695994,1665724,1966396,2368107,2975574,2521463,3541975,3052119,3369679,3343217,3516408,3892106,4364592,4513785,4656899,4790500,4315857
Alaska,481,   Air transportation,Thousands of dollars,75924,46661,38970,26736,15950,-2697,32055,52153,92447,61001,85157,63354,101875,120685,137761,114090,117329,175197,229930,255903,216397,149525,162425,13930
Alaska,482,   Rail transportation,Thousands of dollars,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alaska,483,   Water transportation,Thousands of dollars,29171,30221,29270,51391,48885,39554,60536,75605,(D),103386,111550,134017,141459,157839,132295,124035,142119,147696,151268,121460,128720,135753,158961,45024
Alaska,484,   Truck transportation,Thousands of dollars,36309,42945,44190,48015,49445,51545,54904,61879,70142,81185,75554,79187,77550,80345,84605,89523,94010,95594,96985,85146,82672,88915,90698,92954
Alaska,485,   Transit and ground passenger transportation,Thousands of dollars,22569,26315,27810,29719,29019,29563,39336,45282,43905,51575,50209,60548,60982,69433,70048,76698,101445,107472,101437,67625,61410,53423,50381,36239
Alaska,486,   Pipeline transportation,Thousands of dollars,1192222,1381406,1412233,1183855,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Alaska,"487-488, 492",   Other transportation and support activities,Thousands of dollars,59415,65620,59289,76037,(D),(D),(D),(D),218895,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
Alaska,493,   Warehousing and storage,Thousands of dollars,2028,6457,5075,2977,2461,1890,4237,5075,7098,7240,6354,9071,8621,8200,7576,8385,7651,6416,4907,4822,3880,4308,5238,4301
Alaska,51,  Information,Thousands of dollars,316834,340657,329685,335087,330410,379540,410120,495448,570152,584465,614217,640299,572683,627033,629021,656910,740008,734336,839158,816645,754904,623790,619178,622350
Alaska,511,   Publishing industries (except Internet),Thousands of dollars,27358,30269,40153,21764,24094,41465,45468,54664,61436,48428,62058,60028,53223,47226,41252,34232,31634,28227,28219,29907,27798,23168,20186,31288
Alaska,512,   Motion picture and sound recording industries,Thousands of dollars,1015,3844,7619,4785,4741,10661,2897,9071,789,1867,5291,1822,12977,8560,6440,7084,9650,7453,8604,5857,9504,6605,6726,5389
Alaska,"515, 517",   Broadcasting (except Internet) and telecommunications,Thousands of dollars,281591,300555,284896,317729,302802,314829,347137,414545,495342,514272,533638,542383,460005,502285,538804,586562,679267,649330,776756,745390,688647,544427,538562,530454
Alaska,"518, 519","   Data processing, hosting, and other information services",Thousands of dollars,6871,5989,-2984,-9192,-1227,12585,14618,17168,12585,19899,13229,36066,46478,68962,42526,29033,19457,49326,25579,35492,28956,49590,53704,55219
Alaska,"52, 53","  Finance, insurance, real estate, rental, and leasing",Thousands of dollars,2248895,2223461,2361189,2535240,2769270,3021645,3267561,3263392,3861738,3786576,3897711,3774328,4098422,4392113,4731098,4844136,4938902,5037344,5157240,5290080,5144463,5441676,5473417,5359828
Alaska,52,   Finance and insurance,Thousands of dollars,391351,400042,400034,441015,447741,534304,677689,534814,779996,636613,562982,469076,559181,502873,518828,537889,520870,639826,590645,547567,660630,729044,707831,642668
Alaska,521-522,"    Monetary Authorities- central bank, credit intermediation, and related services",Thousands of dollars,260680,264639,266465,276716,253183,286197,301920,283591,295792,297751,327277,(D),426050,367749,392155,409398,353597,447285,425411,454579,496681,568031,558889,536907
Alaska,523,"    Securities, commodity contracts, and other financial investments and related activities",Thousands of dollars,36333,15415,-479,-13195,(D),7147,4378,1993,(D),9470,-3920,(D),2907,-185,-10087,6682,(D),-356,-772,10760,(D),(D),(D),(D)
Alaska,524,    Insurance carriers and related activities,Thousands of dollars,88820,97866,104096,148686,(D),187995,301096,197456,416895,281690,148314,86995,105158,108327,118185,107277,129552,167934,153921,77084,151291,142839,129474,84378
Alaska,525,"    Funds, trusts, and other financial vehicles",Thousands of dollars,5519,22122,29951,28807,(D),52966,70296,51773,(D),47703,91311,110975,25067,26982,18574,14532,(D),24963,12085,5144,(D),(D),(D),(D)
Alaska,53,   Real estate and rental and leasing,Thousands of dollars,1857544,1823419,1961155,2094225,2321530,2487341,2589873,2728578,3081742,3149962,3334728,3305252,3539241,3889239,4212270,4306247,4418032,4397518,4566594,4742513,4483833,4712632,4765586,4717160
Alaska,531,    Real estate,Thousands of dollars,1761866,1719756,1839715,1960714,2151648,(D),2357739,2503332,2845300,2855993,3012345,2928737,3088313,3444952,3790590,3865117,3939604,3950325,4080843,4193756,4066628,4324188,4381351,4414794
Alaska,532-533,    Rental and leasing services and lessors of nonfinancial intangible assets,Thousands of dollars,95678,103663,121441,133511,169881,(D),232134,225246,236443,293969,322383,376515,450928,444287,421680,441130,478428,447194,485751,548757,417206,388444,384235,302366
Alaska,"54, 55, 56",  Professional and business services,Thousands of dollars,480505,432784,461897,474903,560862,635456,681032,730459,740908,732331,824805,1004375,1080260,1232906,1276658,1254738,1225070,1189232,1188489,1089500,1085403,1019144,1022551,1033965
Alaska,54,"   Professional, scientific, and technical services",Thousands of dollars,323565,304770,321091,327234,383683,446572,467724,509322,497278,493869,536624,683630,701535,789081,811833,801119,767337,758431,751971,699959,707316,668934,648008,640177
Alaska,5411,    Legal services,Thousands of dollars,43226,41963,44346,46168,52335,54193,59575,65658,67585,70063,81378,106023,91973,84749,92646,88709,83238,78328,78350,80595,78350,81108,79283,81440
Alaska,5415,    Computer systems design and related services,Thousands of dollars,9555,9592,5673,8279,9577,422,14964,14035,13515,11988,16928,21868,38533,48790,55062,58326,53621,46402,38385,41248,42262,45973,38717,26013
Alaska,"5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",Thousands of dollars,270784,253214,271072,272787,321770,391957,393185,429629,416177,411818,438317,555740,571029,655542,664125,654084,630478,633700,635236,578116,586704,541852,530008,532724
Alaska,55,   Management of companies and enterprises,Thousands of dollars,17530,16566,18724,19776,22635,23556,20398,20766,20243,24045,24316,28616,35343,36616,37294,39370,38918,39430,39213,37037,36923,36101,38547,39220
Alaska,56,   Administrative and support and waste management and remediation services,Thousands of dollars,139411,111448,122082,127893,154544,165328,192910,200371,223388,214418,263865,292128,343381,407209,427531,414250,418815,391372,397305,352504,341164,314109,335997,354567
Alaska,561,    Administrative and support services,Thousands of dollars,121836,90957,97375,98713,119444,120627,149812,166608,182488,188944,217050,239005,264649,308592,334290,325299,335475,308915,305970,271105,260427,230906,254223,269732
Alaska,562,    Waste management and remediation services,Thousands of dollars,17575,20491,24708,29181,35101,44702,43097,33763,40899,25474,46815,53124,78732,98617,93241,88951,83339,82457,91335,81398,80737,83203,81774,84835
Alaska,"61, 62","  Educational services, health care, and social assistance",Thousands of dollars,241850,240948,256989,279156,328366,342554,375158,406384,415502,439731,441026,526289,602465,663158,716922,721849,716270,721615,764679,844296,863775,879201,888640,899703
Alaska,61,   Educational services,Thousands of dollars,16221,13425,18449,20915,23918,17848,23843,29513,27283,28699,29991,36233,44524,53406,54558,55615,56290,55858,58955,60159,63173,60040,61583,37399
Alaska,62,   Health care and social assistance,Thousands of dollars,225629,227523,238540,258241,304448,324707,351316,376871,388219,411031,411035,490055,557942,609752,662364,666234,659980,665757,705724,784137,800601,819162,827056,862304
Alaska,621,    Ambulatory health care services,Thousands of dollars,167100,167047,173517,186102,213530,227601,240311,257577,272559,286289,285534,339906,385750,427468,468474,471414,474168,484925,516570,585366,594694,599541,608028,658147
Alaska,622,    Hospitals,Thousands of dollars,28359,29769,32450,36489,44924,50518,56930,65314,64214,71671,78669,100307,122454,132784,143138,147831,139426,140004,148734,156652,165215,176211,180366,172393
Alaska,623,    Nursing and residential care facilities,Thousands of dollars,3409,3639,3730,3658,4577,5296,6005,6731,5581,4625,2914,4947,6517,8614,12823,14167,13940,14212,13997,13203,11951,13536,8852,10597
Alaska,624,    Social assistance,Thousands of dollars,26761,27068,28843,31993,41417,41292,48069,47248,45865,48447,43918,44895,43221,40887,37928,32821,32445,26616,26424,28916,28742,29873,29810,21167
Alaska,"71, 72","  Arts, entertainment, recreation, accommodation, and food services",Thousands of dollars,273232,277661,314758,351862,349977,406566,413161,400603,401446,442592,473675,575780,535110,530473,482310,529611,546866,564101,620528,626229,567773,593144,594850,416563
Alaska,71,"   Arts, entertainment, and recreation",Thousands of dollars,60732,45794,51797,52564,45144,51065,61538,67519,73301,72932,83114,79483,83941,89438,99653,112615,130438,127392,133634,134549,134726,139727,165231,97413
Alaska,711-712,"    Performing arts, spectator sports, museums, and related activities",Thousands of dollars,20740,19709,25068,25215,28158,32240,37927,34735,37820,35760,32876,32410,36689,37622,41633,46330,49907,50850,47944,50922,56270,62627,70030,32765
Alaska,713,"    Amusement, gambling, and recreation industries",Thousands of dollars,39992,26086,26729,27349,16985,18825,23611,32784,35481,37172,50238,47072,47253,51816,58020,66284,80532,76543,85690,83626,78456,77099,95201,64648
Alaska,72,   Accommodation and food services,Thousands of dollars,212500,231867,262961,299299,304834,355501,351623,333083,328145,369660,390561,496298,451169,441035,382658,416996,416428,436709,486894,491681,433047,453417,429619,319150
Alaska,721,    Accommodation,Thousands of dollars,67691,54511,71623,82555,80562,95913,95180,107155,125276,167342,206888,271319,135857,143103,125991,191050,197730,222529,254941,257489,208364,228564,182114,77625
Alaska,722,    Food services and drinking places,Thousands of dollars,144809,177357,191338,216743,224271,259588,256443,225928,202869,202318,183673,224979,315311,297931,256666,225946,218698,214180,231954,234192,224683,224853,247506,241525
Alaska,81,  Other services (except government and government enterprises),Thousands of dollars,221326,226759,239468,253368,(D),230333,199121,194719,218247,222981,201998,177009,182016,196308,177540,182780,188615,205325,206241,196928,197309,209106,215708,200387
Alaska,..., Government and government enterprises,Thousands of dollars,589001,617085,632620,654644,690755,738495,771428,800575,851699,893907,919866,958425,939861,940150,975913,997548,1018662,1043242,1015285,1083302,1159814,1123931,1158897,1322007
Alaska,...,  Federal civilian,Thousands of dollars,227525,234108,240716,253770,264660,276727,293167,305557,299853,311381,310588,316145,317375,316510,324963,331957,336339,342135,361256,380861,397914,415960,425081,449423
Alaska,...,  Military,Thousands of dollars,90113,97795,100808,108374,113834,125820,135671,157296,180234,205892,224791,237625,228408,225508,223103,215377,213318,205431,208130,250064,261853,182980,182825,194146
Alaska,...,  State and local,Thousands of dollars,271364,285181,291096,292501,312261,335947,342589,337722,371612,376634,384487,404655,394078,398132,427846,450214,469005,495676,445899,452377,500047,524990,550990,678438
Alaska,"11, 21",Natural resources and mining,Thousands of dollars,3664175,1576776,1805594,2525163,(D),2814767,3507924,5331660,8071569,10953021,11763047,10329341,9735367,10068975,11140247,10378115,7897692,8480233,4431505,3423129,5023319,4998450,3572959,(D)
Alaska,"42, 44-45",Trade,Thousands of dollars,664940,684756,676329,656728,689157,703055,727402,653590,695527,706081,684528,676818,761337,819432,797061,832447,850716,820828,852924,839372,827543,879745,937362,1058606
Alaska,"22, 48-49",Transportation and utilities,Thousands of dollars,1680538,1838838,1877124,1661521,2570176,1807549,1893418,1937895,1906780,2257274,2650684,3274881,2873579,3904176,3467887,3782612,3739874,3947068,4304622,4786413,4933886,5055514,5209836,4741779
Alaska,"31-33, 51",Manufacturing and information,Thousands of dollars,658496,908156,674434,637352,730026,778577,934012,1111129,1172406,1288682,1433286,1416466,1328529,1008971,812922,798236,1122043,1395643,1690274,1425431,1622372,1096683,1110876,(D)
Alaska,...,Private goods-producing industries 2/,Thousands of dollars,4344206,2505711,2540010,3253199,(D),3698466,4572787,6553556,9357067,12334694,13294312,11715175,11220770,11133581,11941819,11016440,8677568,9595025,5870187,4782718,6755321,6320525,4955130,2803104
Alaska,...,Private services-providing industries 3/,Thousands of dollars,6128121,6265863,6517440,6547866,(D),7526698,7966974,8082490,8810299,9172030,9788643,10649779,10705873,12365598,12278497,12805084,12946321,13219850,13933880,14489464,14375056,14701320,14961542,14333181
Arizona,...,All industry total,Thousands of dollars,53776045,57020794,62895447,62781317,64896111,70104348,77869673,81311943,90811873,94686548,100412709,101324086,94287589,99207068,102540936,107076842,108778205,111436819,115827947,121628893,127579755,133408037,141253730,147062277
Arizona,..., Private industries,Thousands of dollars,49199025,52167396,57917808,57755707,59938622,65091222,72504004,75569280,84434068,87865516,93481620,93920415,87583181,91120513,94088701,98043294,99633300,102440322,106936867,112148569,117496354,123473760,131195766,136514301
Arizona,11,"  Agriculture, forestry, fishing and hunting",Thousands of dollars,966561,1106088,1034467,1050690,957734,948373,1065230,1533310,1345541,1054886,1255830,777659,476739,811075,1506220,934440,1318854,1084102,1330848,1466487,1437220,1461073,1612679,1933291
Arizona,111-112,   Farms,Thousands of dollars,842203,962268,900122,909166,811281,808815,918255,1420036,1218453,920089,1117237,667852,363971,697617,1401333,833403,1221255,981981,1217777,1357991,1327107,1356177,1500532,1809843
Arizona,113-115,"   Forestry, fishing, and related activities",Thousands of dollars,124358,143820,134345,141525,146453,139557,146975,113274,127088,134797,138593,109807,112768,113458,104887,101038,97599,102121,113072,108497,110113,104896,112147,123448
Arizona,21,"  Mining, quarrying, and oil and gas extraction",Thousands of dollars,758354,639272,717067,857885,663598,678410,832316,1305178,2446294,3549303,3911732,4075832,3772880,5064232,6011940,5104943,4237301,4154403,2523203,2112829,3378891,3097991,3016646,2977149
Arizona,211,   Oil and gas extraction,Thousands of dollars,678,18,73,311,254,342,(D),(D),272,531,408,648,(D),1859,2211,20452,22789,17058,10317,10276,8876,7564,1491,772
Arizona,212,   Mining (except oil and gas),Thousands of dollars,745205,630468,711795,846848,655327,670295,825724,1300590,2441690,3538287,3904277,4052245,3748901,5023012,5957745,5015886,4166573,4089959,2489702,2098264,3360867,3055505,2995611,2970578
Arizona,213,   Support activities for mining,Thousands of dollars,12471,8786,5198,10726,8017,7772,(D),(D),4332,10485,7047,22939,(D),39361,51984,68604,47939,47386,23185,4289,9147,34922,19543,5799
Arizona,22,  Utilities,Thousands of dollars,1836715,1674816,1909866,1854118,1815237,1580682,1688670,1944726,1858070,2300438,2394653,2417788,2825287,3080525,3194697,3135753,3243030,3249713,3339081,3445088,3535118,3391116,3680711,3961878
Arizona,23,  Construction,Thousands of dollars,1681371,2320260,2611830,3051479,3378798,3684861,4243863,5357164,7576141,9193340,9950174,7165177,4473379,3382138,3136668,2255018,2791962,2961077,3442543,4091483,4747210,5357449,6013018,7572071
Arizona,31-33,  Manufacturing,Thousands of dollars,11269434,10941936,12414971,10077044,9832338,10614535,13962875,9236418,7934010,8919169,10546488,9495893,7911004,9321752,9851539,10518391,8099721,9496067,10855289,11275038,12740458,14290952,14980336,13788735
Arizona,"321,327-339",   Durable goods manufacturing,Thousands of dollars,10112110,9773839,10929575,8827392,8566566,9419334,13009639,8297403,6782129,7420842,8254800,7334255,5136374,6785696,7323837,8305913,6568770,7686816,8631388,9097711,10715841,12299702,12416237,10981714
Arizona,321,    Wood product manufacturing,Thousands of dollars,50841,84079,46713,21859,57117,20598,53191,56616,89884,28790,24758,34521,53867,18819,26008,22393,36358,68631,41684,61369,57136,34298,90223,130325
Arizona,327,    Nonmetallic mineral product manufacturing,Thousands of dollars,245139,252180,366126,309124,223928,223666,255034,289582,406337,612454,856003,370270,203517,238250,204211,269712,288091,321482,308613,377612,461665,477584,504884,622430
Arizona,331,    Primary metal manufacturing,Thousands of dollars,75251,58196,56200,112323,152440,126147,210256,302538,98723,401509,793892,301017,279458,195088,692210,497951,518633,580595,557707,356710,448058,559609,607656,545623
Arizona,332,    Fabricated metal product manufacturing,Thousands of dollars,533505,621809,470005,560258,395843,539859,396271,581128,492053,333522,283085,330776,296798,243907,196164,312349,267059,271889,452593,466073,383662,333768,515218,546241
Arizona,333,    Machinery manufacturing,Thousands of dollars,218349,166625,167355,206712,74375,104008,162067,106411,159163,159249,203163,94390,179589,340687,305231,245108,437366,297898,252981,181127,270428,352255,318168,393635
Arizona,334,    Computer and electronic product manufacturing,Thousands of dollars,7499587,7061618,6659776,6274301,3842827,7327643,10236253,6251133,3809941,4243881,3439552,3826486,2826583,3386481,3511311,4029157,2782474,3471272,4253103,3454687,4712849,5797286,5552468,5487726
Arizona,335,"    Electrical equipment, appliance, and component manufacturing",Thousands of dollars,83597,47832,57554,40426,17824,63640,95650,24607,38176,62077,106271,124598,136243,161054,92392,92131,76587,86798,176741,140313,253550,378028,322339,317286
Arizona,3361-3363,"    Motor vehicles, bodies and trailers, and parts manufacturing",Thousands of dollars,148277,127749,138243,139462,120302,(D),(D),(D),(D),(D),(D),(D),(D),(D),129304,(D),202353,219425,265572,476710,489788,457444,472874,436764
Arizona,3364-3369,    Other transportation equipment manufacturing,Thousands of dollars,970206,1059726,2612784,823360,3331341,(D),(D),(D),(D),(D),(D),(D),(D),(D),1488330,(D),1237452,1806926,1740387,3023151,2889871,3087345,3211814,1395451
Arizona,337,    Furniture and related product manufacturing,Thousands of dollars,93258,151776,132073,134499,150272,70664,44842,54065,108741,197678,72011,6659,104393,78040,56516,53275,94781,97067,117922,118838,103343,131266,146253,190307
Arizona,339,    Miscellaneous manufacturing,Thousands of dollars,194100,142248,222747,205067,200298,271352,222683,172402,158358,221262,335665,286102,378331,611592,622161,584629,627616,464832,464085,441123,645493,690819,674340,915926
Arizona,"311-316,322-326",   Nondurable goods manufacturing,Thousands of dollars,1157324,1168097,1485396,1249651,1265772,1195201,953236,939015,1151882,1498327,2291688,2161638,2774630,2536056,2527702,2212478,1530952,1809251,2223901,2177327,2024616,1991250,2564099,2807021
Arizona,311-312,    Food and beverage and tobacco product manufacturing,Thousands of dollars,280219,255547,444714,470198,492553,588302,557337,377448,340818,549219,809478,914587,980211,858269,849199,850344,799181,978203,1038021,1036987,994373,848384,1061250,1218349
Arizona,313-314,    Textile mills and textile product mills,Thousands of dollars,17920,10233,7201,376,-5122,17791,3911,48591,29991,15331,9160,26962,33470,29397,27693,46660,33446,60125,69779,66985,44457,40118,50272,55185
