Country,State,Year,Population,All GHG,CH4,CO2,N2O,F-Gas
US,MS,2012,2984599,65.459711505,50.802058303,188.204481936,23.956600291,0
US,MS,2013,2989839,63.553951121,52.712474048,188.138745286,24.552959494,0
US,MS,2014,2991892,72.07687176,54.643620371,195.961000301,24.243151037,0
US,MS,2015,2990231,74.752078682,54.519023343,194.829058981,25.022473954,0
US,MS,2016,2990595,81.792684038,54.902966662,195.276886183,25.238457758,0
US,MS,2017,2990674,81.160621695,52.931725226,194.215702645,25.78652282,0
US,MS,2018,2982879,84.836669537,50.894961993,189.700888088,25.686031816,0
US,MO,1997,5481193,272.431925292,19.147309794,257.863718858,12.53683666,0
US,MO,1998,5521765,277.773788692,19.067864774,262.566346011,13.43261332,0
US,MO,1999,5561948,276.642702535,19.046998912,268.221842606,14.148563874,0
US,MO,2000,5607285,262.753921801,19.249787258,256.270269099,13.781397818,0
US,MO,2001,5641142,278.01031713,19.363375603,247.705826416,13.661638773,0
US,MO,2002,5674825,277.482691554,19.168715146,252.083635282,14.388862253,0
US,MO,2003,5709403,291.406341676,18.858005455,241.485490165,14.504500517,0
US,MO,2004,5747741,296.11405214,19.328159777,235.64545018,14.652141026,0
US,MO,2005,5790300,299.822049308,19.29841853,245.574716627,15.329860398,0
US,MO,2006,5842704,297.015680867,19.213593103,242.296094708,15.280010394,0
US,MO,2007,5887612,296.47086164,21.704410579,241.497537724,15.422921309,0
US,MO,2008,5923916,289.52079093,24.777951205,229.80999131,14.523994597,0
US,MO,2009,5961088,278.226229266,27.130858499,230.002809628,16.517025003,0
US,MO,2010,5996089,288.202878909,29.643644875,116.898978484,16.544430694,0
US,MO,2011,6011182,284.57415045,31.59674913,118.907718418,16.674575285,0
US,MO,2012,6026027,267.798102093,30.994511338,117.897399948,17.743973294,0
US,MO,2013,6042989,283.040850184,34.578799808,115.582484175,17.939383593,0
US,MO,2014,6059130,286.531562514,38.791342735,106.531814115,17.695887241,0
US,MO,2015,6075411,265.971884629,27.797056551,122.157051618,17.198941886,0
US,MO,2016,6091384,252.946812112,25.957885507,119.90529433,17.923224931,0
US,MO,2017,6111382,264.416731853,27.441672777,120.982533672,14.47968825,0
US,MO,2018,6125986,266.608111058,29.773686602,120.911611564,14.303290356,0
US,MT,1997,889865,84.136146083,47.439060935,277.250086723,2.070382403,0
US,MT,1998,892431,87.721099695,49.182886731,280.944730487,2.077277871,0
US,MT,1999,897507,88.734930154,49.385020377,270.170391004,2.087161832,0
US,MT,2000,903773,85.69618756,56.966210287,271.252770566,1.972501822,0
US,MT,2001,906961,86.94988872,56.439237314,262.104737219,2.458851135,0
US,MT,2002,911667,84.70967444,61.664337604,275.767600245,2.202759187,0
US,MT,2003,919630,88.964810752,59.508308896,311.063422927,2.82128446,0
US,MT,2004,930009,93.125411693,60.561447261,377.526563575,2.78368019,0
US,MT,2005,940102,95.727362538,59.048094003,382.459743966,2.770130576,0
US,MT,2006,952692,97.472066159,45.113525014,380.649035556,2.765905059,0
US,MT,2007,964706,102.862493607,44.68585699,373.898283187,2.768046683,0
US,MT,2008,976415,102.124010951,44.762180944,425.850838191,2.807320182,0
US,MT,2009,983982,93.500153448,44.119243199,423.448706984,2.83116298,0
US,MT,2010,990730,96.558854822,43.637150219,437.971439987,2.819249297,0
US,MT,2011,997518,90.83289151,45.041894415,436.698009865,2.486354721,0
US,MT,2012,1004168,86.104186057,44.188813021,437.575792583,2.445549465,0
US,MT,2013,1014158,90.605385928,44.654811888,438.607544234,2.426677207,0
US,MT,2014,1022657,91.715719315,44.868950277,442.181397676,2.403497415,0
US,MT,2015,1031495,92.796195457,45.494375228,436.28795009,2.356159856,0
US,MT,2016,1042137,88.690848271,45.273086786,436.646830855,2.303189164,0
US,MT,2017,1053862,88.192679706,43.991976019,448.835515744,2.271963322,0
US,MT,2018,1061818,88.708349843,45.354762962,435.919597825,1.938035115,0
US,NE,1997,1686418,116.985062917,37.098911662,247.639716619,22.794236986,0
US,NE,1998,1695816,120.686377262,36.950233396,238.410904653,22.607904231,0
US,NE,1999,1704764,117.105126303,37.844086638,249.903964047,20.900531701,0
US,NE,2000,1713820,111.806165776,37.538779186,242.152317889,21.658682619,0
US,NE,2001,1719836,117.431406162,37.452377745,231.178032274,20.929146027,0
US,NE,2002,1728292,113.744618073,39.079149825,235.402608241,21.398697925,0
US,NE,2003,1738643,117.265062292,37.692014094,231.1976577,22.208096633,0
US,NE,2004,1749370,117.611539182,37.112047952,208.515367539,22.469995718,0
US,NE,2005,1761497,118.38189584,37.120217375,212.027502665,21.802373908,0
US,NE,2006,1772693,117.47836821,38.020144167,191.745003758,24.462275936,0
US,NE,2007,1783440,121.063994509,37.925551712,184.043209877,25.351183396,0
US,NE,2008,1796378,125.966025905,38.349355456,140.916154872,25.220014513,0
US,NE,2009,1812683,128.756273517,37.362063159,147.958105728,24.769356844,0
US,NE,2010,1829591,135.558500729,29.870064782,141.289482239,25.922927047,0
US,NE,2011,1840914,138.314296857,30.667177713,146.262907782,27.547986891,0
US,NE,2012,1853691,132.198971928,31.368627345,145.398790902,18.630507465,0
US,NE,2013,1865813,144.534161959,31.169349279,151.908541661,18.720214667,0
US,NE,2014,1879955,143.714405376,31.387745925,144.362721868,19.095920493,0
US,NE,2015,1892059,140.961774765,32.09946599,132.073541302,22.05354221,0
US,NE,2016,1906483,133.138664744,32.290336402,143.311308378,22.769606996,0
US,NE,2017,1916998,132.432030394,32.527875533,148.365579559,22.543466462,0
US,NE,2018,1925512,143.53987563,32.713587075,148.296992404,31.748960831,0
US,NV,1997,1764104,79.29157805,45.782551903,163.975807817,81.418782752,0
US,NV,1998,1853191,83.676048171,44.689020202,160.590543046,83.219763503,0
US,NV,1999,1934718,84.879226911,46.759815059,166.534385507,86.86101738,0
US,NV,2000,2018741,92.060141045,48.375912512,160.329998822,86.706343813,0
US,NV,2001,2098399,90.816181393,49.712815059,193.880639844,88.569397513,0
US,NV,2002,2173791,84.123373323,51.093014713,195.663431366,90.114399649,0
US,NV,2003,2248850,88.879408254,52.616687773,197.55151156,95.078674522,0
US,NV,2004,2346222,97.504905445,55.666425533,161.033295411,38.601266653,0
US,NV,2005,2432143,101.87336482,54.262444663,157.234015769,36.004428196,0
US,NV,2006,2522658,84.960972825,52.155111387,181.358854824,36.072110709,0
US,NV,2007,2601072,85.893075789,53.257807163,190.636424724,36.409512857,0
US,NV,2008,2653630,84.409403296,54.513246513,189.58143136,35.194895749,0
US,NV,2009,2684665,81.806052557,52.528670301,191.409018426,36.265632218,0
US,NV,2010,2702483,78.696453273,48.668085323,185.505426339,35.455882136,0
US,NV,2011,2713114,70.60976357,49.90544465,195.038654771,33.659119404,0
US,NV,2012,2744670,71.530417311,47.077589767,188.963760494,34.660275447,0
US,NV,2013,2776956,76.647732877,46.511436901,198.870064611,34.275863064,0
US,NV,2014,2818935,78.94025872,46.879504173,203.709162301,34.302456735,0
US,NV,2015,2868531,74.831963551,47.964530061,194.260658642,34.006480097,0
US,NV,2016,2919555,77.034487775,48.002197106,202.511917146,32.879833939,0
US,NV,2017,2972097,76.806077507,45.699595563,205.3362403,31.328006287,0
US,NV,2018,3030725,79.917626169,45.684759624,215.52281207,31.479205175,0
US,NH,1997,1189425,27.043538009,1.577120622,523.381561194,492.592634065,0
US,NH,1998,1205940,27.071380273,1.571551269,534.381922085,506.505565442,0
US,NH,1999,1222014,27.323518993,1.591008881,529.804117053,503.893635483,0
US,NH,2000,1239882,28.573929325,1.596857951,514.654998707,509.383957893,0
US,NH,2001,1255517,27.502689188,1.543203567,533.070632484,520.239766301,0
US,NH,2002,1269089,28.960381583,1.54831559,534.202325107,513.520655636,0
US,NH,2003,1279840,35.609264244,1.494451744,508.845320929,495.219665806,0
US,NH,2004,1290121,37.676707833,1.469956584,509.346302213,541.153918752,0
US,NH,2005,1298492,36.332315811,1.468788147,510.951025926,576.189219257,0
US,NH,2006,1308389,32.51171598,1.472558806,494.583103279,577.051131581,0
US,NH,2007,1312540,32.13730613,1.440901968,527.160456341,571.134450754,0
US,NH,2008,1315906,31.280988533,1.357996999,510.270566215,576.991158275,0
US,NH,2009,1316102,27.85744525,1.378992609,509.400417751,582.620398543,0
US,NH,2010,1316807,27.012612773,1.402506214,513.65737633,555.279395642,0
US,NH,2011,1320444,26.248712818,1.54515913,511.173764417,542.121572024,0
US,NH,2012,1324677,22.887356354,1.564243378,516.468391167,545.137709886,0
US,NH,2013,1327272,22.446647017,1.740542459,535.781022061,499.691977738,0
US,NH,2014,1334257,23.955694127,2.114570429,547.17557363,484.688932099,0
US,NH,2015,1337480,24.479797175,1.967998176,541.64260868,492.022696907,0
US,NH,2016,1343694,21.621361081,2.037396709,525.468350727,926.815218306,0
US,NH,2017,1350395,21.212968048,2.056200106,540.803718456,909.238942796,0
US,NH,2018,1355064,22.700658961,1.976407871,432.013260063,911.080322068,0
US,NJ,1997,8218808,260.947708094,21.500880995,-34.511206813,4.345158301,0
US,NJ,1998,8287418,251.0591811,23.414235245,-44.314059263,5.894136127,0
US,NJ,1999,8359592,257.633572987,23.662975289,-46.857403855,5.995957923,0
US,NJ,2000,8430621,257.040903393,24.492808012,-14.128816799,4.968076949,0
US,NJ,2001,8492671,250.502154315,24.986794159,0.991128388999996,5.511280009,0
US,NJ,2002,8552643,249.750132963,15.984776768,5.276008209,5.037741076,0
US,NJ,2003,8601402,253.349427683,15.926413167,6.867447097,5.39363218,0
US,NJ,2004,8634561,259.063316024,17.07045376,22.00706364,5.523844115,0
US,NJ,2005,8651974,268.10444078,16.859633795,22.462649756,4.738938004,0
US,NJ,2006,8661679,253.032152592,17.335362871,23.626432325,4.75568502,0
US,NJ,2007,8677885,268.140104351,17.190683549,21.76052708,4.87841083,0
US,NJ,2008,8711090,263.969268416,16.744820821,26.355801495,4.96560946,0
US,NJ,2009,8755602,230.124928084,16.339373769,27.996305122,5.129904171,0
US,NJ,2010,8799451,235.095778997,16.320861241,23.369132698,5.181174728,0
US,NJ,2011,8828552,237.574175581,16.033700171,25.437009926,5.263748728,0
US,NJ,2012,8845671,214.935779963,15.707886158,21.970889494,5.210700705,0
US,NJ,2013,8857821,220.932415409,15.285372568,21.079133575,5.255412839,0
US,NJ,2014,8867277,233.68090587,14.80772909,22.863933028,5.562008835,0
US,NJ,2015,8870312,230.047273864,14.859749795,19.810815009,5.495572303,0
US,NJ,2016,8873584,228.779678474,14.207684993,19.015296024,5.50921162,0
US,NJ,2017,8888147,212.029233513,14.154483289,25.403468012,5.522320234,0
US,NJ,2018,8891730,223.621468493,14.173506368,23.810694547,5.366575673,0
US,NM,1997,1774839,148.396305291,12.917624418,522.311670415,9.196506333,0
US,NM,1998,1793484,148.884320463,12.552248028,506.510623043,9.02105899,0
US,NM,1999,1808082,150.091966506,12.983150156,517.280561689,9.361909309,0
US,NM,2000,1821204,160.467443643,13.066962331,496.802905464,9.689139023,0
US,NM,2001,1831690,161.535472723,12.737441287,454.997597606,9.778549256,0
US,NM,2002,1855309,157.307772123,12.409599372,466.102087365,10.343151658,0
US,NM,2003,1877574,162.567118366,12.349906355,456.572670868,10.042260886,0
US,NM,2004,1903808,165.620357144,11.772980227,432.682713931,9.768957258,0
US,NM,2005,1932274,168.691714418,12.22095097,470.244920722,9.905716708,0
US,NM,2006,1962137,172.688619285,11.697435166,467.837319728,9.749906607,0
US,NM,2007,1990070,169.126488985,11.412197004,450.139490733,9.483496859,0
US,NM,2008,2010662,166.10535287,12.041724198,454.029498477,9.768541611,0
US,NM,2009,2036802,167.000412376,12.351862267,443.295777297,10.051255501,0
US,NM,2010,2064614,158.735689987,12.283185206,458.931924994,9.778122158,0
US,NM,2011,2080707,163.67820195,12.434281347,501.34322936,9.66119764,0
US,NM,2012,2087715,159.649571144,14.001265633,496.949683175,8.852596264,0
US,NM,2013,2092833,158.817814574,13.949651294,503.890600539,8.906316851,0
US,NM,2014,2090236,150.713477864,18.126115926,510.409273669,15.389746256,0
US,NM,2015,2090071,153.469442074,18.122766378,517.949166836,14.886690308,0
US,NM,2016,2092555,150.92113875,18.135084523,497.731950849,14.860466834,0
US,NM,2017,2092844,151.133385591,18.287416209,508.215342688,15.91743849,0
US,NM,2018,2093754,147.344342889,42.030236506,514.313396731,15.381934144,0
US,NY,1997,18656546,419.21700661,341.086332049,33.705080369,14.901288483,0
US,NY,1998,18755906,416.853249281,348.371227543,55.433179905,14.211751596,0
US,NY,1999,18882725,422.401373599,351.701214417,56.995656013,14.888251523,0
US,NY,2000,19001780,433.332620696,354.297702211,53.642479005,9.507237301,0
US,NY,2001,19082838,424.235626782,358.217957097,62.154239545,8.967834354,0
US,NY,2002,19137800,413.531899845,363.206879278,36.015326079,8.991936449,0
US,NY,2003,19175939,435.332221136,365.525770958,34.682230101,8.900440529,0
US,NY,2004,19171567,442.209649482,370.995616089,39.233262882,8.480406207,0
US,NY,2005,19132610,434.160567543,374.336635475,39.672646311,8.336278977,0
US,NY,2006,19104631,396.420699141,377.023423871,40.311897569,8.376036731,0
US,NY,2007,19132335,408.699984432,384.718599308,41.202652773,8.47286437,0
US,NY,2008,19212436,389.089404297,388.249597557,42.914600015,8.28979783,0
US,NY,2009,19307066,354.812535835,390.510670979,40.698704745,7.7289476,0
US,NY,2010,19399956,356.760886236,400.736095135,41.379391082,7.54071842,0
US,NY,2011,19499921,337.148015746,412.263926529,40.61980199,7.907927315,0
US,NY,2012,19574362,330.000782895,418.64340953,44.483127493,7.421755733,0
US,NY,2013,19626488,332.932590369,428.454747656,45.991437279,6.923800319,0
US,NY,2014,19653431,349.077272448,439.204688024,46.056509287,6.800689011,0
US,NY,2015,19657321,345.815681244,430.668674081,48.426825942,6.644200531,0
US,NY,2016,19636391,337.750842151,436.876836647,47.373291156,6.22969617,0
US,NY,2017,19593849,326.636315304,436.059731379,43.29443872,6.758683337,0
US,NY,2018,19544098,346.234949412,376.104999265,44.513902267,6.082735349,0
US,NC,1997,7656825,269.041270121,822.313319472,101.249872816,15.263025437,0
US,NC,1998,7809121,267.583990698,802.613650767,99.196091577,14.314924384,0
US,NC,1999,7949361,264.875337582,800.425877768,104.368571665,13.958001549,0
US,NC,2000,8081614,281.555966882,790.317548946,103.310724306,15.137162463,0
US,NC,2001,8210122,272.418056805,797.749872566,102.683508145,15.389915716,0
US,NC,2002,8326201,275.269998957,790.679907269,127.144876193,15.970402484,0
US,NC,2003,8422501,277.472927426,753.521945553,132.452377676,15.530523086,0
US,NC,2004,8553152,283.440597308,755.859461447,119.309188546,15.316721523,0
US,NC,2005,8705407,290.85924731,789.23761776,107.691182281,15.96185899,0
US,NC,2006,8917270,280.128532928,787.067126081,109.623800665,16.300798374,0
US,NC,2007,9118037,291.617158408,799.374243468,111.644035162,16.058133506,0
US,NC,2008,9309449,280.833561242,810.851463098,112.907685917,14.564491771,0
US,NC,2009,9449566,246.94510233,809.418586819,113.276910123,15.499319176,0
US,NC,2010,9574586,264.390735225,809.493333182,117.678395184,14.966078697,0
US,NC,2011,9658913,235.91403722,801.142508038,120.037899845,15.260403348,0
US,NC,2012,9751810,221.014533256,787.123725835,126.86220985,27.154913969,0
US,NC,2013,9846717,227.429504227,783.371880449,131.92732298,26.922415858,0
US,NC,2014,9937295,229.844189717,780.005772965,135.337591245,25.887818402,0
US,NC,2015,10037218,217.915547476,781.905972198,130.674710741,25.680543562,0
US,NC,2016,10161802,217.743531645,786.475770351,138.391770523,24.465350493,0
US,NC,2017,10275758,209.60927103,795.832112343,139.005167711,25.017494313,0
US,NC,2018,10391358,215.92792693,812.759432374,149.099260669,25.895003558,0
US,ND,1997,649716,98.978206543,1.952679586,99.328265075,37.372499687,0
US,ND,1998,647532,97.966412742,1.873649127,58.431259396,28.068170409,0
US,ND,1999,644259,100.046973913,1.880697664,56.875247563,38.614693466,0
US,ND,2000,642023,101.117981752,23.977138389,59.248635018,46.070501038,0
US,ND,2001,639062,104.052378078,21.121749135,64.346620555,45.907099553,0
US,ND,2002,638168,102.57547194,21.501884028,64.049189448,47.94550402,0
US,ND,2003,638817,102.644524028,16.611166597,61.044633738,48.140917535,0
US,ND,2004,644705,100.080062486,14.978428341,56.869953764,49.542817769,0
US,ND,2005,646089,106.383195818,13.289517984,60.666661631,49.937725788,0
US,ND,2006,649422,101.582845662,13.116551906,62.59773395,50.354372108,0
US,ND,2007,652822,109.83388753,11.984899467,64.722324292,49.724958276,0
US,ND,2008,657569,113.730148106,10.466981048,65.003105891,49.722889303,0
US,ND,2009,664968,112.35403358,10.068342704,62.519086206,49.409220356,0
US,ND,2010,674752,118.366810406,9.394835631,48.673226903,51.487429658,0
US,ND,2011,685526,124.144807527,8.885451549,51.441620984,51.41403247,0
US,ND,2012,702227,136.35747923,8.896470365,46.588866822,50.489584449,0
US,ND,2013,723149,151.638316518,9.102484109,40.591827876,48.228346446,0
US,ND,2014,738736,164.21352471,9.044551009,38.470639123,44.183401875,0
US,ND,2015,755537,155.725391144,7.717024114,42.866628123,43.752886092,0
US,ND,2016,756114,139.249151214,7.271443432,32.077922344,43.374056541,0
US,ND,2017,756755,145.271837483,8.179895566,34.515913575,42.137695654,0
US,ND,2018,760062,160.067518643,7.901428043,31.592094237,38.780485882,0
US,OH,1997,11277357,572.500602545,25.867769043,3801.56134974,79.767655977,0
US,OH,1998,11311536,567.97424106,26.712160094,3786.09308031,78.504447747,0
US,OH,1999,11335454,564.715578528,25.074888777,3860.746971182,78.846781788,0
US,OH,2000,11363543,574.308007995,19.304294265,3840.872198856,72.426780664,0
US,OH,2001,11387404,556.116101238,18.315323734,3910.577352075,70.805496872,0
US,OH,2002,11407889,562.476517308,18.657763261,3887.47641196,73.549937012,0
US,OH,2003,11434788,575.610662009,18.483456715,3690.909074769,77.265338345,0
US,OH,2004,11452251,568.441448985,38.453664086,3806.613621309,80.861549846,0
US,OH,2005,11463320,579.79767605,36.124602479,3690.917433846,78.315717047,0
US,OH,2006,11481213,564.773021268,40.996762115,3606.151657108,81.055175683,0
US,OH,2007,11500468,577.133868088,35.540718734,3670.602289575,83.168823349,0
US,OH,2008,11515391,564.6451988,33.950280107,3556.582722161,83.79253345,0
US,OH,2009,11528896,510.786216247,31.704288893,3322.533347348,83.413274063,0
US,OH,2010,11539449,533.295372369,31.615065141,3253.492039741,115.520739658,0
US,OH,2011,11545735,506.373827174,29.988983907,3251.272535904,116.851979393,0
US,OH,2012,11550971,463.878837584,27.964298893,3039.78177305,108.194468531,0
US,OH,2013,11579692,494.453144595,27.247670258,3110.113051961,105.214131258,0
US,OH,2014,11606573,497.795867169,32.824775746,3151.432760635,108.173951677,0
US,OH,2015,11622315,460.451950159,32.553883437,3204.347010901,106.212102109,0
US,OH,2016,11640060,446.633336566,32.215753207,3280.941278902,108.231726411,0
US,OH,2017,11665706,444.188964701,32.44847047,3309.406445384,105.450003105,0
US,OH,2018,11680892,447.903981996,32.193133225,3346.025055197,104.882086053,0
US,OK,1997,3372917,236.327084302,38.821463844,8326.236520417,93.251855819,0
US,OK,1998,3405194,231.406358854,45.447930579,8313.546264681,98.292317268,0
US,OK,1999,3437147,224.683602725,47.104179913,8420.92041691,99.00474756,0
US,OK,2000,3454365,230.050056039,44.735435627,8621.303316565,96.962100332,0
US,OK,2001,3467100,238.401850944,43.983484066,8574.954257679,99.236030861,0
US,OK,2002,3489080,239.115170695,45.009433422,8572.181032487,98.463862762,0
US,OK,2003,3504892,245.875408465,43.989916721,8650.792418212,94.896909839,0
US,OK,2004,3525233,237.975112647,43.269601531,8729.756821385,96.699115882,0
US,OK,2005,3548597,251.129470089,44.17628056,8694.743618959,95.950538284,0
US,OK,2006,3594090,256.260688666,45.168738942,8583.769179566,93.16602389,0
US,OK,2007,3634349,257.899897446,45.688324868,8783.923336658,93.394058772,0
US,OK,2008,3668976,265.223835983,44.526217103,8587.63078179,94.122479648,0
US,OK,2009,3717572,254.029889834,47.818358427,8007.521243486,92.944799962,0
US,OK,2010,3760014,254.932623373,49.099716645,8175.785096581,91.741099726,0
US,OK,2011,3788824,261.483868279,49.189016882,8051.32179341,92.573095323,0
US,OK,2012,3819320,253.976407874,46.997713257,7864.815323473,93.609709406,0
US,OK,2013,3853891,252.940506927,46.158238702,7985.695954469,92.781943252,0
US,OK,2014,3879187,255.575398799,39.811630825,8021.023230869,95.281159665,0
US,OK,2015,3910518,249.667310714,42.94543766,7878.833674025,94.874390635,0
US,OK,2016,3928143,239.465898318,42.423474403,7869.413844877,96.763438329,0
US,OK,2017,3933602,234.680442219,40.636124517,7815.690968865,100.549247996,0
US,OK,2018,3943488,241.238015486,41.080059919,8035.54887628,101.384661806,0
US,OR,1997,3304310,38.079366658,41.722043302,84.765033089,481.165278551,0
US,OR,1998,3352449,49.462016498,32.582304571,74.279857632,480.959708998,0
US,OR,1999,3393941,51.101361751,34.209750206,74.521879661,473.736192289,0
US,OR,2000,3429708,45.336159914,34.31554713,74.313158906,459.971268918,0
US,OR,2001,3467937,43.813251587,33.250590785,69.537034621,468.275747268,0
US,OR,2002,3513424,40.542848157,33.76900283,62.20276029,453.948350969,0
US,OR,2003,3547376,42.060829284,35.700278407,61.582362334,433.180430482,0
US,OR,2004,3569463,44.396479099,33.651889221,65.045592598,482.20907129,0
US,OR,2005,3613202,44.677594396,33.713464069,64.266507619,491.157485748,0
US,OR,2006,3670883,42.467364115,33.608683647,68.525093113,490.253350092,0
US,OR,2007,3722417,49.412737857,34.797971422,70.155451617,461.820967366,0
US,OR,2008,3768748,47.089805008,35.1040887,72.35308085,464.309406478,0
US,OR,2009,3808600,42.926881947,35.220089425,72.250700092,471.261707441,0
US,OR,2010,3837614,43.233419015,35.496969522,77.304881852,80.398159851,0
US,OR,2011,3872672,35.806150384,29.748302597,78.983348385,81.678119721,0
US,OR,2012,3900102,34.141304337,31.129763047,84.018739248,82.714414504,0
US,OR,2013,3924110,40.33051014,31.124718703,83.012416084,80.428810573,0
US,OR,2014,3965447,39.005819319,33.337978433,85.016287895,80.946586175,0
US,OR,2015,4018542,39.351293709,33.54092736,86.392807775,83.859443518,0
US,OR,2016,4093271,38.410194726,36.035052128,89.858311339,83.513160884,0
US,OR,2017,4147294,40.567164584,35.138231402,91.946361666,82.759282167,0
US,OR,2018,4183538,42.972289112,35.176066628,97.429776514,81.239940068,0
US,PA,1997,12227814,602.503043501,64.916030641,63.966009042,28.018652105,0
US,PA,1998,12245672,571.31459876,63.245576083,68.604188888,28.042103444,0
US,PA,1999,12263805,560.208322927,63.8497915,68.1379106,27.915115469,0
US,PA,2000,12284173,586.250032826,63.241596909,67.901588811,26.817044775,0
US,PA,2001,12298970,555.735017236,62.672526783,66.646693206,26.750919398,0
US,PA,2002,12331031,566.213884971,65.622055252,66.720792749,26.941309412,0
US,PA,2003,12374658,573.051571751,67.604006771,67.701422093,26.058077618,0
US,PA,2004,12410722,580.91057581,66.480059906,65.102699445,25.375108514,0
US,PA,2005,12449990,583.852963582,64.051553214,71.923200491,24.050881197,0
US,PA,2006,12510809,570.728147615,64.779219591,67.497668032,24.621210912,0
US,PA,2007,12563937,579.236267759,70.042509463,62.098630417,25.653029165,0
US,PA,2008,12612285,564.178611518,68.050435216,66.85921142,26.310838381,0
US,PA,2009,12666858,517.15552056,65.565064558,64.082563266,25.234373542,0
US,PA,2010,12711406,537.090564436,63.432663656,58.811231921,25.185762194,0
US,PA,2011,12747052,518.680111914,60.198331572,66.615123477,26.602152383,0
US,PA,2012,12769123,499.147017206,57.786282198,59.973392672,25.827773094,0
US,PA,2013,12779538,523.575668983,56.070128425,56.023728921,26.950887329,0
US,PA,2014,12792392,525.275546707,54.004617594,55.550465323,28.284748261,0
US,PA,2015,12789838,493.940878573,45.962401904,50.782914213,28.979651127,0
US,PA,2016,12788468,465.772866518,50.260522596,48.591704373,30.032791374,0
US,PA,2017,12794679,468.638086427,48.77032628,42.96657983,29.383367726,0
US,PA,2018,12809107,477.908058283,61.366251198,45.244604718,28.124230846,0
US,RI,1997,1025353,28.442090979,99.915227454,74.538368621,0,0
US,RI,1998,1031155,28.941755924,99.68888253,74.564978826,0,0
US,RI,1999,1040402,27.507324763,100.989494215,75.939038473,0,0
US,RI,2000,1050268,24.677639844,101.56058107,73.973973261,0,0
US,RI,2001,1057142,25.568242,95.812924277,81.154244247,0,0
US,RI,2002,1065995,24.414815445,101.915989345,90.881033597,0,0
US,RI,2003,1071342,23.886898141,103.047397262,92.059519385,0,0
US,RI,2004,1074579,22.891050738,100.606564874,88.478452175,0,0
US,RI,2005,1067916,23.173835003,94.919584951,81.492120405,0,0
US,RI,2006,1063096,21.727932446,112.253675348,129.726789686,0,0
US,RI,2007,1057315,22.773066966,111.940049364,141.330814343,0,0
US,RI,2008,1055003,21.9540601,112.693616202,141.560633945,0,0
US,RI,2009,1053646,22.851824002,113.57219733,144.130763163,0,0
US,RI,2010,1053994,22.335934251,117.474347215,217.86492743,0,0
US,RI,2011,1053829,22.368294952,118.733971236,216.39670903,0,0
US,RI,2012,1054893,21.314924283,118.78517277,211.426000052,0,0
US,RI,2013,1055560,20.498181546,112.05748076,213.824698376,0,0
US,RI,2014,1056511,21.491553776,112.607412139,216.329454178,0,0
US,RI,2015,1056886,21.998293921,110.917833838,211.099063634,0,0
US,RI,2016,1057816,19.625617335,112.041028169,213.822985626,0,0
US,RI,2017,1056554,20.420760515,115.642002541,210.263086125,0,0
US,RI,2018,1059338,22.681117041,117.275069301,210.826760325,0,0
US,SC,1997,3859696,130.100015408,91.258961045,211.745271948,0,0
US,SC,1998,3919235,136.343017727,91.993979843,204.768963373,0,0
US,SC,1999,3974682,142.860365486,92.384940843,213.874978688,0,0
US,SC,2000,4024223,149.320306899,93.218724478,192.385217107,0,0
US,SC,2001,4064995,147.014339471,93.10577429,198.834509969,0,0
US,SC,2002,4107795,150.050542341,94.445063046,198.148734758,0,0
US,SC,2003,4150297,151.81366741,96.089112224,190.131570676,0,0
US,SC,2004,4210921,167.498419894,95.330155414,195.688723675,0,0
US,SC,2005,4270150,163.186141009,94.00841827,196.398193892,0,0
US,SC,2006,4357847,164.73038443,91.268999223,164.080630725,0,0
US,SC,2007,4444110,164.799965354,89.752391101,177.768012931,0,0
US,SC,2008,4528996,159.125428028,89.157219221,173.525155815,0,0
US,SC,2009,4589872,148.140754461,90.902014199,162.877708487,0,0
US,SC,2010,4635846,154.098786954,88.676154012,105.227933662,0,0
US,SC,2011,4672655,144.422614936,92.929240857,110.830778557,0,0
US,SC,2012,4719027,131.502735498,93.127131582,103.207835235,0,0
US,SC,2013,4766469,124.990776138,94.024005308,113.038986905,0,0
US,SC,2014,4826858,133.237564412,93.418152195,105.145094316,0,0
US,SC,2015,4896006,131.665109787,92.636674855,103.127852085,0,0
US,SC,2016,4963031,129.211862024,89.94393617,119.911148098,0,0
US,SC,2017,5027102,125.288657,90.714831348,109.05288715,0,0
US,SC,2018,5091702,134.08956779,93.08573536,109.23869056,0,0
US,SD,1997,744223,43.672370783,202.16625262,217.592330887,0,0
US,SD,1998,746058,43.013878489,207.35385155,203.649501172,0,0
US,SD,1999,750412,44.579085714,207.428582122,190.194408353,0,0
US,SD,2000,755844,44.0511577,205.111105625,204.093668933,0,0
US,SD,2001,757972,44.727594476,207.467866966,216.79795133,0,0
US,SD,2002,760020,43.082639959,212.767220256,212.476386181,0,0
US,SD,2003,763729,44.548833036,172.940482552,196.173396722,0,0
US,SD,2004,770396,45.053928869,769.602574674,195.76254071,0,0
US,SD,2005,775493,43.985814722,774.222851702,235.724980038,0,0
US,SD,2006,783033,42.326942089,781.264987891,199.424985951,0,0
US,SD,2007,791623,45.327890093,798.955147979,199.588218241,0,0
US,SD,2008,799124,47.659778265,816.305497183,199.180859169,0,0
US,SD,2009,807067,48.659176042,824.43076413,199.176927009,0,0
US,SD,2010,816193,50.750989064,818.634907059,219.751560661,0,0
