,Country,State,Sector,Year,All GHG
1,US,AL,Agriculture,1990,7.451524843
2,US,AL,Agriculture,1991,7.277622082
3,US,AL,Agriculture,1992,7.312518822
4,US,AL,Agriculture,1993,7.677440151
5,US,AL,Agriculture,1994,7.338171083
6,US,AL,Agriculture,1995,7.333667361
7,US,AL,Agriculture,1996,7.42142455
8,US,AL,Agriculture,1997,6.889240882
9,US,AL,Agriculture,1998,6.954451306
10,US,AL,Agriculture,1999,6.560037641
11,US,AL,Agriculture,2000,6.298966526
12,US,AL,Agriculture,2001,6.374233292
13,US,AL,Agriculture,2002,6.216304814
14,US,AL,Agriculture,2003,6.414499921
15,US,AL,Agriculture,2004,6.451566087
16,US,AL,Agriculture,2005,6.251228753
17,US,AL,Agriculture,2006,6.088326718
18,US,AL,Agriculture,2007,6.279736604
19,US,AL,Agriculture,2008,6.241847662
20,US,AL,Agriculture,2009,6.127060601
21,US,AL,Agriculture,2010,6.052284656
22,US,AL,Agriculture,2011,5.845037643
23,US,AL,Agriculture,2012,5.919469471
24,US,AL,Agriculture,2013,6.593379861
25,US,AL,Agriculture,2014,6.567291449
26,US,AL,Agriculture,2015,6.452280843
27,US,AL,Agriculture,2016,6.039602526
28,US,AL,Agriculture,2017,6.22555126
29,US,AL,Agriculture,2018,6.340371875
31,US,AL,Bunker Fuels,1990,0.0
32,US,AL,Bunker Fuels,1991,0.022603908
33,US,AL,Bunker Fuels,1992,0.022894892
34,US,AL,Bunker Fuels,1993,0.020905596
35,US,AL,Bunker Fuels,1994,0.022805487
36,US,AL,Bunker Fuels,1995,0.020169326
37,US,AL,Bunker Fuels,1996,0.016045263
38,US,AL,Bunker Fuels,1997,0.016268954
39,US,AL,Bunker Fuels,1998,0.013043265
40,US,AL,Bunker Fuels,1999,0.002419978
41,US,AL,Bunker Fuels,2000,0.007422068
42,US,AL,Bunker Fuels,2001,0.012839181
43,US,AL,Bunker Fuels,2002,0.008210844
44,US,AL,Bunker Fuels,2003,0.007670649
45,US,AL,Bunker Fuels,2004,0.036434483
46,US,AL,Bunker Fuels,2005,0.00701234
47,US,AL,Bunker Fuels,2006,0.008670166
48,US,AL,Bunker Fuels,2007,0.009817712
49,US,AL,Bunker Fuels,2008,0.010230344
50,US,AL,Bunker Fuels,2009,0.01071878
51,US,AL,Bunker Fuels,2010,0.012381474
52,US,AL,Bunker Fuels,2011,0.009569609
53,US,AL,Bunker Fuels,2012,0.008619683
54,US,AL,Bunker Fuels,2013,0.008619683
55,US,AL,Bunker Fuels,2014,0.008619683
56,US,AL,Bunker Fuels,2015,0.008619683
57,US,AL,Bunker Fuels,2016,0.008619683
58,US,AL,Bunker Fuels,2017,0.008619683
59,US,AL,Bunker Fuels,2018,0.008619683
61,US,AL,Commercial,1990,2.455356102
62,US,AL,Commercial,1991,2.023042867
63,US,AL,Commercial,1992,2.128115837
64,US,AL,Commercial,1993,2.074372384
65,US,AL,Commercial,1994,2.078034316
66,US,AL,Commercial,1995,1.98517264
67,US,AL,Commercial,1996,2.185273241
68,US,AL,Commercial,1997,2.437403281
69,US,AL,Commercial,1998,1.919569847
70,US,AL,Commercial,1999,2.205774316
71,US,AL,Commercial,2000,2.269260807
72,US,AL,Commercial,2001,2.181328514
73,US,AL,Commercial,2002,2.00969465
74,US,AL,Commercial,2003,2.121470112
75,US,AL,Commercial,2004,2.17479217
76,US,AL,Commercial,2005,1.859467508
77,US,AL,Commercial,2006,2.235612412
78,US,AL,Commercial,2007,1.999571021
79,US,AL,Commercial,2008,2.015852842
80,US,AL,Commercial,2009,1.907797608
81,US,AL,Commercial,2010,2.131107355
82,US,AL,Commercial,2011,2.066651009
83,US,AL,Commercial,2012,1.795557512
84,US,AL,Commercial,2013,1.846978777
85,US,AL,Commercial,2014,1.94565562
86,US,AL,Commercial,2015,2.151612653
87,US,AL,Commercial,2016,2.200108771
88,US,AL,Commercial,2017,2.096723989
89,US,AL,Commercial,2018,2.342247905
91,US,AL,Electricity/Heat,1990,50.58022541
92,US,AL,Electricity/Heat,1991,54.49652514
93,US,AL,Electricity/Heat,1992,57.26383472
94,US,AL,Electricity/Heat,1993,63.17999654
95,US,AL,Electricity/Heat,1994,59.15563237
96,US,AL,Electricity/Heat,1995,64.76932982
97,US,AL,Electricity/Heat,1996,69.96480686
98,US,AL,Electricity/Heat,1997,68.34426795
99,US,AL,Electricity/Heat,1998,69.31217713
100,US,AL,Electricity/Heat,1999,70.436276
101,US,AL,Electricity/Heat,2000,75.27937688
102,US,AL,Electricity/Heat,2001,72.53350742
103,US,AL,Electricity/Heat,2002,75.98805011
104,US,AL,Electricity/Heat,2003,76.71395271
105,US,AL,Electricity/Heat,2004,76.21614185
106,US,AL,Electricity/Heat,2005,79.84998759
107,US,AL,Electricity/Heat,2006,82.14025486
108,US,AL,Electricity/Heat,2007,84.40101986
109,US,AL,Electricity/Heat,2008,79.60738638
110,US,AL,Electricity/Heat,2009,65.32653607
111,US,AL,Electricity/Heat,2010,75.5147902
112,US,AL,Electricity/Heat,2011,72.88937622
113,US,AL,Electricity/Heat,2012,65.59826919
114,US,AL,Electricity/Heat,2013,63.32542105
115,US,AL,Electricity/Heat,2014,64.1706781
116,US,AL,Electricity/Heat,2015,61.16191467
117,US,AL,Electricity/Heat,2016,54.62469152
118,US,AL,Electricity/Heat,2017,50.10276898
119,US,AL,Electricity/Heat,2018,52.96554154
121,US,AL,Energy,1990,127.8818648
122,US,AL,Energy,1991,131.8970056
123,US,AL,Energy,1992,137.8009754
124,US,AL,Energy,1993,140.1051657
125,US,AL,Energy,1994,140.1629377
126,US,AL,Energy,1995,149.9740866
127,US,AL,Energy,1996,154.0950603
128,US,AL,Energy,1997,150.4382024
129,US,AL,Energy,1998,148.1038921
130,US,AL,Energy,1999,149.9150459
131,US,AL,Energy,2000,155.855008
132,US,AL,Energy,2001,146.0264414
133,US,AL,Energy,2002,149.0988171
134,US,AL,Energy,2003,150.1703181
135,US,AL,Energy,2004,152.0742388
136,US,AL,Energy,2005,152.3549988
137,US,AL,Energy,2006,154.4457272
138,US,AL,Energy,2007,157.0567258
139,US,AL,Energy,2008,152.4808685
140,US,AL,Energy,2009,133.2293286
141,US,AL,Energy,2010,145.0466899
142,US,AL,Energy,2011,140.6980574
143,US,AL,Energy,2012,133.3879503
144,US,AL,Energy,2013,130.6854008
145,US,AL,Energy,2014,132.2326906
146,US,AL,Energy,2015,127.549803
147,US,AL,Energy,2016,121.7394996
148,US,AL,Energy,2017,117.6675578
149,US,AL,Energy,2018,120.250339
151,US,AL,Fugitive Emissions,1990,16.57996143
152,US,AL,Fugitive Emissions,1991,16.33996735
153,US,AL,Fugitive Emissions,1992,15.31637794
154,US,AL,Fugitive Emissions,1993,13.70259221
155,US,AL,Fugitive Emissions,1994,15.60185537
156,US,AL,Fugitive Emissions,1995,17.61675417
157,US,AL,Fugitive Emissions,1996,15.68040855
158,US,AL,Fugitive Emissions,1997,14.13997546
159,US,AL,Fugitive Emissions,1998,14.16545684
160,US,AL,Fugitive Emissions,1999,13.84361994
161,US,AL,Fugitive Emissions,2000,13.83846605
162,US,AL,Fugitive Emissions,2001,12.59475217
163,US,AL,Fugitive Emissions,2002,10.85418577
164,US,AL,Fugitive Emissions,2003,11.10730795
165,US,AL,Fugitive Emissions,2004,10.71104577
166,US,AL,Fugitive Emissions,2005,9.586097786
167,US,AL,Fugitive Emissions,2006,9.30585978
168,US,AL,Fugitive Emissions,2007,10.44734121
169,US,AL,Fugitive Emissions,2008,13.68728174
170,US,AL,Fugitive Emissions,2009,13.6159749
171,US,AL,Fugitive Emissions,2010,12.98461779
172,US,AL,Fugitive Emissions,2011,11.34630669
173,US,AL,Fugitive Emissions,2012,10.69000855
174,US,AL,Fugitive Emissions,2013,10.32952871
175,US,AL,Fugitive Emissions,2014,9.735871598
176,US,AL,Fugitive Emissions,2015,7.986775337
177,US,AL,Fugitive Emissions,2016,7.072883566
178,US,AL,Fugitive Emissions,2017,8.820791322
179,US,AL,Fugitive Emissions,2018,7.542014032
181,US,AL,Industrial Processes,1990,3.442879026
182,US,AL,Industrial Processes,1991,3.379383745
183,US,AL,Industrial Processes,1992,3.38293401
184,US,AL,Industrial Processes,1993,4.127819901
185,US,AL,Industrial Processes,1994,4.550895956
186,US,AL,Industrial Processes,1995,4.790454979
187,US,AL,Industrial Processes,1996,5.023647106
188,US,AL,Industrial Processes,1997,7.681095819
189,US,AL,Industrial Processes,1998,7.939101975
190,US,AL,Industrial Processes,1999,7.825578793
191,US,AL,Industrial Processes,2000,7.936824844
192,US,AL,Industrial Processes,2001,7.973591067
193,US,AL,Industrial Processes,2002,8.538507354
194,US,AL,Industrial Processes,2003,8.93666099
195,US,AL,Industrial Processes,2004,9.231217992
196,US,AL,Industrial Processes,2005,9.132229535
197,US,AL,Industrial Processes,2006,9.687624947
198,US,AL,Industrial Processes,2007,9.620206256
199,US,AL,Industrial Processes,2008,9.28497879
200,US,AL,Industrial Processes,2009,7.474931216
201,US,AL,Industrial Processes,2010,8.618702786
202,US,AL,Industrial Processes,2011,7.684477516
203,US,AL,Industrial Processes,2012,8.005673624
204,US,AL,Industrial Processes,2013,8.240502848
205,US,AL,Industrial Processes,2014,8.599397399
206,US,AL,Industrial Processes,2015,8.528427397
207,US,AL,Industrial Processes,2016,8.264017228
208,US,AL,Industrial Processes,2017,8.232741442
209,US,AL,Industrial Processes,2018,8.234384319
211,US,AL,Industry,1990,25.45039513
212,US,AL,Industry,1991,25.66034578
213,US,AL,Industry,1992,28.69367544
214,US,AL,Industry,1993,26.49580888
215,US,AL,Industry,1994,27.52226396
216,US,AL,Industry,1995,28.23741213
217,US,AL,Industry,1996,29.06954962
218,US,AL,Industry,1997,29.11346794
219,US,AL,Industry,1998,25.93994741
220,US,AL,Industry,1999,26.14305188
221,US,AL,Industry,2000,25.51230932
222,US,AL,Industry,2001,22.04180205
223,US,AL,Industry,2002,22.01646318
224,US,AL,Industry,2003,23.29076492
225,US,AL,Industry,2004,23.73407308
226,US,AL,Industry,2005,22.30553749
227,US,AL,Industry,2006,21.78384778
228,US,AL,Industry,2007,21.14826718
229,US,AL,Industry,2008,20.77890125
230,US,AL,Industry,2009,17.1612707
231,US,AL,Industry,2010,18.49794386
232,US,AL,Industry,2011,18.96262585
233,US,AL,Industry,2012,21.00646254
234,US,AL,Industry,2013,20.74087195
235,US,AL,Industry,2014,21.70337976
236,US,AL,Industry,2015,20.62008789
237,US,AL,Industry,2016,20.71014017
238,US,AL,Industry,2017,20.47827815
239,US,AL,Industry,2018,21.38728467
241,US,AL,Land-Use Change and Forestry,1990,-60.77137307
242,US,AL,Land-Use Change and Forestry,1991,-60.95465078
243,US,AL,Land-Use Change and Forestry,1992,-60.67610737
244,US,AL,Land-Use Change and Forestry,1993,-67.05249074
245,US,AL,Land-Use Change and Forestry,1994,-67.6521137
246,US,AL,Land-Use Change and Forestry,1995,-66.38609396
247,US,AL,Land-Use Change and Forestry,1996,-66.75621817
248,US,AL,Land-Use Change and Forestry,1997,-65.68775527
249,US,AL,Land-Use Change and Forestry,1998,-65.47599988
250,US,AL,Land-Use Change and Forestry,1999,-65.31117976
251,US,AL,Land-Use Change and Forestry,2000,-65.87041707
252,US,AL,Land-Use Change and Forestry,2001,-66.04815326
253,US,AL,Land-Use Change and Forestry,2002,-66.81847033
254,US,AL,Land-Use Change and Forestry,2003,-66.90290165
255,US,AL,Land-Use Change and Forestry,2004,-67.14948319
256,US,AL,Land-Use Change and Forestry,2005,-67.58972887
257,US,AL,Land-Use Change and Forestry,2006,-68.46137748
258,US,AL,Land-Use Change and Forestry,2007,-68.34053024
259,US,AL,Land-Use Change and Forestry,2008,-69.04453723
260,US,AL,Land-Use Change and Forestry,2009,-69.50306194
261,US,AL,Land-Use Change and Forestry,2010,-69.86897198
262,US,AL,Land-Use Change and Forestry,2011,-71.54096688
263,US,AL,Land-Use Change and Forestry,2012,-72.71131401
264,US,AL,Land-Use Change and Forestry,2013,-72.37232309
265,US,AL,Land-Use Change and Forestry,2014,-72.67671025
266,US,AL,Land-Use Change and Forestry,2015,-72.64242209
267,US,AL,Land-Use Change and Forestry,2016,-73.15828993
268,US,AL,Land-Use Change and Forestry,2017,-72.85029005
269,US,AL,Land-Use Change and Forestry,2018,-72.37241357
271,US,AL,Residential,1990,3.233194046
272,US,AL,Residential,1991,3.160661046
273,US,AL,Residential,1992,3.35778076
274,US,AL,Residential,1993,3.541825188
275,US,AL,Residential,1994,3.41575304
276,US,AL,Residential,1995,3.426236758
277,US,AL,Residential,1996,3.846828045
278,US,AL,Residential,1997,3.413451227
279,US,AL,Residential,1998,3.169743732
280,US,AL,Residential,1999,3.378006075
281,US,AL,Residential,2000,3.731561916
282,US,AL,Residential,2001,3.59269954
283,US,AL,Residential,2002,3.301607518
284,US,AL,Residential,2003,3.143280833
285,US,AL,Residential,2004,3.037442069
286,US,AL,Residential,2005,2.765372205
287,US,AL,Residential,2006,2.545856519
288,US,AL,Residential,2007,2.416697016
289,US,AL,Residential,2008,2.575801895
290,US,AL,Residential,2009,2.556347102
291,US,AL,Residential,2010,2.926671986
292,US,AL,Residential,2011,2.410186091
293,US,AL,Residential,2012,1.808975562
294,US,AL,Residential,2013,2.256813131
295,US,AL,Residential,2014,2.499051582
296,US,AL,Residential,2015,2.153355744
297,US,AL,Residential,2016,1.886446577
298,US,AL,Residential,2017,1.754944763
299,US,AL,Residential,2018,2.277098866
301,US,AL,Total excluding LUCF,1990,142.4172672
302,US,AL,Total excluding LUCF,1991,146.3222331
303,US,AL,Total excluding LUCF,1992,152.4447048
304,US,AL,Total excluding LUCF,1993,155.9018592
305,US,AL,Total excluding LUCF,1994,156.1428873
306,US,AL,Total excluding LUCF,1995,166.2863085
307,US,AL,Total excluding LUCF,1996,170.8227331
308,US,AL,Total excluding LUCF,1997,169.3749824
309,US,AL,Total excluding LUCF,1998,167.4404728
310,US,AL,Total excluding LUCF,1999,168.5465848
311,US,AL,Total excluding LUCF,2000,174.377884
312,US,AL,Total excluding LUCF,2001,164.8681418
313,US,AL,Total excluding LUCF,2002,168.5026636
314,US,AL,Total excluding LUCF,2003,170.1049135
315,US,AL,Total excluding LUCF,2004,172.2891923
316,US,AL,Total excluding LUCF,2005,172.4213659
317,US,AL,Total excluding LUCF,2006,175.0700024
318,US,AL,Total excluding LUCF,2007,177.9388748
319,US,AL,Total excluding LUCF,2008,172.9148026
320,US,AL,Total excluding LUCF,2009,151.7449273
321,US,AL,Total excluding LUCF,2010,164.3517112
322,US,AL,Total excluding LUCF,2011,158.8166319
323,US,AL,Total excluding LUCF,2012,151.2010337
324,US,AL,Total excluding LUCF,2013,149.1927899
325,US,AL,Total excluding LUCF,2014,151.2141849
326,US,AL,Total excluding LUCF,2015,146.3315455
327,US,AL,Total excluding LUCF,2016,139.8337987
328,US,AL,Total excluding LUCF,2017,135.9084643
329,US,AL,Total excluding LUCF,2018,138.422585
331,US,AL,Total including LUCF,1990,81.64589411
332,US,AL,Total including LUCF,1991,85.39018623
333,US,AL,Total including LUCF,1992,91.79149233
334,US,AL,Total including LUCF,1993,88.87027407
335,US,AL,Total including LUCF,1994,88.51357912
336,US,AL,Total including LUCF,1995,99.92038388
337,US,AL,Total including LUCF,1996,104.0825602
338,US,AL,Total including LUCF,1997,103.7034961
339,US,AL,Total including LUCF,1998,101.9775162
340,US,AL,Total including LUCF,1999,103.237825
341,US,AL,Total including LUCF,2000,108.514889
342,US,AL,Total including LUCF,2001,98.83282771
343,US,AL,Total including LUCF,2002,101.6924042
344,US,AL,Total including LUCF,2003,103.2096825
345,US,AL,Total including LUCF,2004,105.1761436
346,US,AL,Total including LUCF,2005,104.8386493
347,US,AL,Total including LUCF,2006,106.6172951
348,US,AL,Total including LUCF,2007,109.6081623
349,US,AL,Total including LUCF,2008,103.8804957
350,US,AL,Total including LUCF,2009,82.25258415
351,US,AL,Total including LUCF,2010,94.49512071
352,US,AL,Total including LUCF,2011,87.28523458
353,US,AL,Total including LUCF,2012,78.49833935
354,US,AL,Total including LUCF,2013,76.8290865
355,US,AL,Total including LUCF,2014,78.54609429
356,US,AL,Total including LUCF,2015,73.69774314
357,US,AL,Total including LUCF,2016,66.68412849
358,US,AL,Total including LUCF,2017,63.06679389
359,US,AL,Total including LUCF,2018,66.05879108
361,US,AL,Transportation,1990,29.58273267
362,US,AL,Transportation,1991,30.2164634
363,US,AL,Transportation,1992,31.04119069
364,US,AL,Transportation,1993,31.11057054
365,US,AL,Transportation,1994,32.38939867
366,US,AL,Transportation,1995,33.93918108
367,US,AL,Transportation,1996,33.34819398
368,US,AL,Transportation,1997,32.98963652
369,US,AL,Transportation,1998,33.59699717
370,US,AL,Transportation,1999,33.90831771
371,US,AL,Transportation,2000,35.22403306
372,US,AL,Transportation,2001,33.08235175
373,US,AL,Transportation,2002,34.92881589
374,US,AL,Transportation,2003,33.79354154
375,US,AL,Transportation,2004,36.20074386
376,US,AL,Transportation,2005,35.98853621
377,US,AL,Transportation,2006,36.43429586
378,US,AL,Transportation,2007,36.64382948
379,US,AL,Transportation,2008,33.81564437
380,US,AL,Transportation,2009,32.66140224
381,US,AL,Transportation,2010,32.99155876
382,US,AL,Transportation,2011,33.0229115
383,US,AL,Transportation,2012,32.48867691
384,US,AL,Transportation,2013,32.1857872
385,US,AL,Transportation,2014,32.17805395
386,US,AL,Transportation,2015,33.4760567
387,US,AL,Transportation,2016,35.24522894
388,US,AL,Transportation,2017,34.41405063
389,US,AL,Transportation,2018,33.73615196
391,US,AL,Waste,1990,3.640998526
392,US,AL,Waste,1991,3.768221689
393,US,AL,Waste,1992,3.948276595
394,US,AL,Waste,1993,3.991433416
395,US,AL,Waste,1994,4.090882575
396,US,AL,Waste,1995,4.188099576
397,US,AL,Waste,1996,4.282601166
398,US,AL,Waste,1997,4.3664433
399,US,AL,Waste,1998,4.443027403
400,US,AL,Waste,1999,4.24592243
401,US,AL,Waste,2000,4.287084653
402,US,AL,Waste,2001,4.493875985
403,US,AL,Waste,2002,4.649034349
404,US,AL,Waste,2003,4.58343456
405,US,AL,Waste,2004,4.532169406
406,US,AL,Waste,2005,4.682908773
407,US,AL,Waste,2006,4.848323544
408,US,AL,Waste,2007,4.982206207
409,US,AL,Waste,2008,4.907107634
410,US,AL,Waste,2009,4.91360686
411,US,AL,Waste,2010,4.63403383
412,US,AL,Waste,2011,4.589059329
413,US,AL,Waste,2012,3.887940315
414,US,AL,Waste,2013,3.673506383
415,US,AL,Waste,2014,3.814805402
416,US,AL,Waste,2015,3.801034315
417,US,AL,Waste,2016,3.79067943
418,US,AL,Waste,2017,3.782613722
419,US,AL,Waste,2018,3.597489804
421,US,AK,Agriculture,1990,0.064636321
422,US,AK,Agriculture,1991,0.058575935
423,US,AK,Agriculture,1992,0.05713067
424,US,AK,Agriculture,1993,0.064322462
425,US,AK,Agriculture,1994,0.060772784
426,US,AK,Agriculture,1995,0.065349644
427,US,AK,Agriculture,1996,0.063354081
428,US,AK,Agriculture,1997,0.066054509
429,US,AK,Agriculture,1998,0.071620578
430,US,AK,Agriculture,1999,0.073185634
431,US,AK,Agriculture,2000,0.066705274
432,US,AK,Agriculture,2001,0.073776738
433,US,AK,Agriculture,2002,0.076126649
434,US,AK,Agriculture,2003,0.078498602
435,US,AK,Agriculture,2004,0.081596678
436,US,AK,Agriculture,2005,0.081887696
437,US,AK,Agriculture,2006,0.084377883
438,US,AK,Agriculture,2007,0.090391366
439,US,AK,Agriculture,2008,0.09199596
440,US,AK,Agriculture,2009,0.090154553
441,US,AK,Agriculture,2010,0.09194657
442,US,AK,Agriculture,2011,0.089763338
443,US,AK,Agriculture,2012,0.087693283
444,US,AK,Agriculture,2013,0.087063367
445,US,AK,Agriculture,2014,0.086325287
446,US,AK,Agriculture,2015,0.090654516
447,US,AK,Agriculture,2016,0.089807633
448,US,AK,Agriculture,2017,0.091482848
449,US,AK,Agriculture,2018,0.100171024
451,US,AK,Bunker Fuels,1990,0.0
452,US,AK,Bunker Fuels,1991,0.000449872
453,US,AK,Bunker Fuels,1992,5.99e-05
454,US,AK,Bunker Fuels,1993,0.000131559
455,US,AK,Bunker Fuels,1994,0.000547072
456,US,AK,Bunker Fuels,1995,0.000527035
457,US,AK,Bunker Fuels,1996,0.000901633
458,US,AK,Bunker Fuels,1997,0.000650427
459,US,AK,Bunker Fuels,1998,0.000743641
460,US,AK,Bunker Fuels,1999,0.000390295
461,US,AK,Bunker Fuels,2000,0.000382516
462,US,AK,Bunker Fuels,2001,0.000459316
463,US,AK,Bunker Fuels,2002,0.000405247
464,US,AK,Bunker Fuels,2003,0.000483334
465,US,AK,Bunker Fuels,2004,0.00019398
466,US,AK,Bunker Fuels,2005,1.81e-05
467,US,AK,Bunker Fuels,2006,1.26e-05
468,US,AK,Bunker Fuels,2007,1.72e-05
469,US,AK,Bunker Fuels,2008,8.62e-09
470,US,AK,Bunker Fuels,2009,0.0
471,US,AK,Bunker Fuels,2010,0.0
472,US,AK,Bunker Fuels,2011,6.46e-06
473,US,AK,Bunker Fuels,2012,3.45e-07
474,US,AK,Bunker Fuels,2013,3.45e-07
475,US,AK,Bunker Fuels,2014,3.45e-07
476,US,AK,Bunker Fuels,2015,3.45e-07
477,US,AK,Bunker Fuels,2016,3.45e-07
478,US,AK,Bunker Fuels,2017,3.45e-07
479,US,AK,Bunker Fuels,2018,3.45e-07
481,US,AK,Commercial,1990,2.210446084
482,US,AK,Commercial,1991,2.246396721
483,US,AK,Commercial,1992,2.529398939
484,US,AK,Commercial,1993,2.577333989
485,US,AK,Commercial,1994,2.601779041
486,US,AK,Commercial,1995,2.51671273
487,US,AK,Commercial,1996,2.726249821
488,US,AK,Commercial,1997,2.578058163
489,US,AK,Commercial,1998,2.682155148
490,US,AK,Commercial,1999,2.840863965
491,US,AK,Commercial,2000,2.705891703
492,US,AK,Commercial,2001,2.502922355
493,US,AK,Commercial,2002,2.081100516
494,US,AK,Commercial,2003,1.957971951
495,US,AK,Commercial,2004,2.223299142
496,US,AK,Commercial,2005,2.134255596
497,US,AK,Commercial,2006,2.433020403
498,US,AK,Commercial,2007,2.206852719
499,US,AK,Commercial,2008,2.387393417
500,US,AK,Commercial,2009,2.224569973
501,US,AK,Commercial,2010,2.614115087
502,US,AK,Commercial,2011,2.811165554
503,US,AK,Commercial,2012,2.692319948
504,US,AK,Commercial,2013,2.453711637
505,US,AK,Commercial,2014,2.384543104
506,US,AK,Commercial,2015,2.621692076
507,US,AK,Commercial,2016,2.079307801
508,US,AK,Commercial,2017,2.092084592
509,US,AK,Commercial,2018,2.071429364
511,US,AK,Electricity/Heat,1990,2.612978405
512,US,AK,Electricity/Heat,1991,2.470935127
513,US,AK,Electricity/Heat,1992,2.299615884
514,US,AK,Electricity/Heat,1993,2.325685906
515,US,AK,Electricity/Heat,1994,2.338714875
516,US,AK,Electricity/Heat,1995,2.416548888
517,US,AK,Electricity/Heat,1996,2.538715531
518,US,AK,Electricity/Heat,1997,2.743231221
519,US,AK,Electricity/Heat,1998,2.916559376
520,US,AK,Electricity/Heat,1999,3.021952937
521,US,AK,Electricity/Heat,2000,3.169204096
522,US,AK,Electricity/Heat,2001,3.250767338
523,US,AK,Electricity/Heat,2002,3.267205769
524,US,AK,Electricity/Heat,2003,2.98107745
525,US,AK,Electricity/Heat,2004,3.165776161
526,US,AK,Electricity/Heat,2005,3.232032051
527,US,AK,Electricity/Heat,2006,3.476266112
528,US,AK,Electricity/Heat,2007,3.268631894
529,US,AK,Electricity/Heat,2008,3.260184113
530,US,AK,Electricity/Heat,2009,3.144729532
531,US,AK,Electricity/Heat,2010,3.036645435
532,US,AK,Electricity/Heat,2011,3.163443222
533,US,AK,Electricity/Heat,2012,3.126725266
534,US,AK,Electricity/Heat,2013,2.640854227
535,US,AK,Electricity/Heat,2014,2.901499715
536,US,AK,Electricity/Heat,2015,2.943315239
537,US,AK,Electricity/Heat,2016,2.750201314
538,US,AK,Electricity/Heat,2017,2.781549414
539,US,AK,Electricity/Heat,2018,2.682653181
541,US,AK,Energy,1990,45.86780978
542,US,AK,Energy,1991,46.52521883
543,US,AK,Energy,1992,47.82089524
544,US,AK,Energy,1993,47.85467976
545,US,AK,Energy,1994,46.89426112
546,US,AK,Energy,1995,50.6470584
547,US,AK,Energy,1996,51.17283813
548,US,AK,Energy,1997,50.67236056
549,US,AK,Energy,1998,51.03231478
550,US,AK,Energy,1999,50.98863228
551,US,AK,Energy,2000,51.196702
552,US,AK,Energy,2001,50.13605314
553,US,AK,Energy,2002,50.39074456
554,US,AK,Energy,2003,50.47754054
555,US,AK,Energy,2004,53.51354822
556,US,AK,Energy,2005,54.36906271
557,US,AK,Energy,2006,51.85713575
558,US,AK,Energy,2007,49.89440797
559,US,AK,Energy,2008,45.43097116
560,US,AK,Energy,2009,42.64605833
561,US,AK,Energy,2010,43.56269451
562,US,AK,Energy,2011,43.20192033
563,US,AK,Energy,2012,42.04419617
564,US,AK,Energy,2013,39.40581199
565,US,AK,Energy,2014,37.99927294
566,US,AK,Energy,2015,38.8834001
567,US,AK,Energy,2016,37.95885215
568,US,AK,Energy,2017,37.7966599
569,US,AK,Energy,2018,37.91660259
571,US,AK,Fugitive Emissions,1990,11.27978667
572,US,AK,Fugitive Emissions,1991,11.31329557
573,US,AK,Fugitive Emissions,1992,11.2382566
574,US,AK,Fugitive Emissions,1993,11.42715587
575,US,AK,Fugitive Emissions,1994,10.63284175
576,US,AK,Fugitive Emissions,1995,9.83846192
577,US,AK,Fugitive Emissions,1996,9.297681761
578,US,AK,Fugitive Emissions,1997,8.705631096
579,US,AK,Fugitive Emissions,1998,8.064526313
580,US,AK,Fugitive Emissions,1999,7.441312968
581,US,AK,Fugitive Emissions,2000,6.978008795
582,US,AK,Fugitive Emissions,2001,6.890931312
583,US,AK,Fugitive Emissions,2002,6.999702503
584,US,AK,Fugitive Emissions,2003,6.941081498
585,US,AK,Fugitive Emissions,2004,6.729327423
586,US,AK,Fugitive Emissions,2005,6.283986761
587,US,AK,Fugitive Emissions,2006,5.94122567
588,US,AK,Fugitive Emissions,2007,5.703194627
589,US,AK,Fugitive Emissions,2008,5.831276905
590,US,AK,Fugitive Emissions,2009,4.799925855
591,US,AK,Fugitive Emissions,2010,4.710307394
592,US,AK,Fugitive Emissions,2011,4.497360043
593,US,AK,Fugitive Emissions,2012,3.869044426
594,US,AK,Fugitive Emissions,2013,3.298036206
595,US,AK,Fugitive Emissions,2014,2.905025016
596,US,AK,Fugitive Emissions,2015,2.565043612
597,US,AK,Fugitive Emissions,2016,2.92282866
598,US,AK,Fugitive Emissions,2017,2.85755728
599,US,AK,Fugitive Emissions,2018,2.387769498
601,US,AK,Industrial Processes,1990,1.093494205
602,US,AK,Industrial Processes,1991,1.220359199
603,US,AK,Industrial Processes,1992,1.347810101
604,US,AK,Industrial Processes,1993,1.325583665
605,US,AK,Industrial Processes,1994,1.414568772
606,US,AK,Industrial Processes,1995,1.397243605
607,US,AK,Industrial Processes,1996,1.308172162
608,US,AK,Industrial Processes,1997,1.24966031
609,US,AK,Industrial Processes,1998,1.291365455
610,US,AK,Industrial Processes,1999,1.29425017
611,US,AK,Industrial Processes,2000,1.173466226
612,US,AK,Industrial Processes,2001,1.013556565
613,US,AK,Industrial Processes,2002,1.167179661
614,US,AK,Industrial Processes,2003,1.060064716
615,US,AK,Industrial Processes,2004,2.459949583
616,US,AK,Industrial Processes,2005,1.149994908
617,US,AK,Industrial Processes,2006,0.501875851
618,US,AK,Industrial Processes,2007,0.509002331
619,US,AK,Industrial Processes,2008,0.313862502
620,US,AK,Industrial Processes,2009,0.33744377
621,US,AK,Industrial Processes,2010,0.359168089
622,US,AK,Industrial Processes,2011,0.367729774
623,US,AK,Industrial Processes,2012,0.373265463
